,title,image_link,winery,country,province,grape_type,wine_type,alcohol,sweetness,acidity,body_rate,tannin_rate,food_pairing,price,vintage,size,link,aroma,meat,cheese,seafood,vegetables,dessert,floral,fruit,citrus,oriental_spice,oriental_leather,earth,dark_aroma,fruity_aroma,europe_a,europe_b,north_america,south_america,new_world,korea,red,white,wine_id,type
3057,샤또 시오락,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140727.jpg?811955,샤또 시오락,프랑스,보르도,메를로,red,9.0,1.0,3.0,3.0,3.0,"로스트 비프, 오리고기, 치즈 등과 잘 어울린다.",55000.0,2007,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140727,"짙은 루비,퍼플 컬러를 띄며, 섬세하고 기품있는 부케를 가지고 있다. 뽀므롤의 부케와 쌩떼밀리옹의 풍부함을 겸비한 와인이다.
55,000원 (750㎖) 신동와인",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3057,f
3059,샤또 리오나,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140708.jpg?391917,샤또 리오나,프랑스,보르도,메를로,red,8.5,1.0,3.0,4.0,3.0,"해산물과 가금류에 아주 적격이며, 송아지고기나, 돼지고기, 크림소스의 파스타와도 어울린다.",46000.0,2004,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140708,"맑고 깊은 붉은 체리색을 띠며 풍성하게 무르익어 녹아 내릴 것 같은 자두와 블랙 체리의 강한 향이 코 속을 채운다. 복잡하면서도 우아한 향 미디엄과 풀 바디의 중간 정도로 깊이 있는 구조감과 잘 어우러진 오크, 강한 뼈대와 우아함을 동시에 겸비하고 있는 와인이다. 과실과 탄닌이 균형을 이루며 긴 여운을 남긴다.
46,000원 (750㎖)",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3059,f
3060,"까테나 자파타, 아르젠토 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0140000/W0140644.jpg?969975,까테나 자파타,아르헨티나,멘도사,카베르네 소비뇽,red,9.0,1.0,3.0,4.0,3.0,"구운고기류, 스테이크 등과 잘 어울린다.",20000.0,2010,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140644,"자주빛이 도는 루비의 깊은 붉은 색 토스트, 바닐라, 블랙 베리, 카시스 향 입에 닿는 느낌이 부드러우며 끝으로 갈수록 잘익은 탄닌과 산도가 잘 조화를 이루며 오랜 여운을 남기는 풀바디 와인이다.
20,000원 (750㎖) 신동와인",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3060,f
3062,발디비에소 싱글 빈야드 메를로,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140590.jpg?257409,발디비에소,칠레,쿠리코,메를로,red,9.0,1.0,3.0,3.0,3.0,진한 소스의 스테이크 및 오리 요리 등과 잘 어울린다.,90000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140590,"반짝이며 생동감이 넘치는 진한 레드 색을 띠고 체리,자두,연한건포도 및 연한 오크향 느껴지며, 부드러운 실크톤의 탄닌, 중후한 긴여운의 풀바디 와이이다.

싱글 빈야드 와인은 이상적인 기후와 토양을 갖춘 단일 포도원에서 나온 와인이다. 현저한 품질을 얻기위해 수확량을 최대한 줄이고 세심한 배려를 하여 만든 와인으로 발효가 끝난 후 프랑스산 오크통(새 오크통 35%)에서 최소 18개월 숙성시킨후 출하한다.
90,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3062,f
3063,"발디비에소, 샤도네이 리저브",http://img.wine21.com/WINE_MST/TITLE/0140000/W0140580.jpg?688709,발디비에소,칠레,센트럴,샤르도네,white,10.5,1.0,3.0,3.0,1.0,"해산물을 비롯한 생선요리와 잘 어울리며, 닭고기 및 치즈를 곁들여도 좋다.",50000.0,2008,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140580,"리저브 와인은 다양한 개성을 가진 포도원중에서 각 품종의 개성이 살아날수 있도록 훌륭한 조건의 포도원에서 재배, 수확하며 수확량을 제한한다. 발효가 끝이나면 프랑스산과 미국산 오크통에서 숙성하는 이 와인은 초록색 여운이 도는 옅은 복숭아 옐로 칼라에 맑고 투명한 칼라를 띠며 살구, 청포도, 레몬 레이드, 파인애플향을 즐길 수 있다. 뚜렷한 레몬 맛과 기분좋은 산도감이 청량감을 가져다 준다.
50,000원 (750㎖)",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3063,f
3064,발디비에소 샤도네이,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140578.jpg?191540,발디비에소,칠레,센트럴,샤르도네,white,9.0,1.0,3.0,3.0,1.0,"신선한 해산물 요리, 부드러운 소스의 샐러드 요리와 잘 어울린다.",25000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140578,"투명하게 빛이 나는 옐로우 색상을 띠고, 레몬, 바나나, 멜론과 같이 깔끔하고 신선한 과일향이 나며, 잘 익은 레몬의 풍미가 일품이다. 부드러운 산미와 크리민한 여운이 느껴지는 와인이다.
25,000원 (750㎖)",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3064,f
3065,발디비에소 싱글 빈야드 까베르네 쇼비뇽,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140575.jpg?024101,발디비에소,칠레,마이포,카베르네 소비뇽,red,9.5,1.0,3.0,5.0,4.0,"붉은 육류 요리, 경성치즈, 에멘탈치즈 등과 잘 어울린다.",90000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140575,"생기가 넘치는 진한 레드색을 띠며, 블랙베리, 체리, 바닐라, 연한 계피 및 커피향인 느껴지며, 완벽한 균형감과 부드러운 벨벳느낌의 긴여운을 가진 와인이다.

Single Vineyard 란 특정지역의 한 포도원에서 나온 포도만을 엄선하여 만든 고급 와인이다. 안데스 산맥의 나즈막한 언덕위에 위치한 마이포 밸리 포도원이다. 12개월동안 프랑스산 오크통(새오크통 35%)에서 숙성시킨 와인이다.
90,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3065,f
3066,"로카 델레 마시, 끼안띠 클라시코 파미글리아 징가렐리 ",http://img.wine21.com/WINE_MST/TITLE/0140000/W0140556.jpg?163186,로카 델레 마시,이탈리아,토스카나,산지오베제,red,8.5,1.0,3.0,4.0,3.0,"바베큐 요리, 소시지, 양고기 등의 육류요리와 강성치즈 등과 어울린다.",80000.0,2009,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140556,"생동감 있는 루비 빛 적색을 띠며 야생 베리와 오크 향이 살짝 스치며 진하고 깊은 향을 풍긴다. 풀 바디의 무게감이 있는 와인으로 지속적으로 올라오는 부케가 맛의 풍부함을 더하는 와인이다. 강렬한 산딸기 향의 부케와 오크통의 우디 아롬가 조화를 이룬 풀바디 와인이다.
80,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3066,f
3070,이오스 까베르네 소비뇽,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140479.jpg?722553,이오스 에스테이트,미국,캘리포니아,카베르네 소비뇽,red,10.5,1.0,3.0,4.0,3.0,"스테이크, 갈비 또는 치즈와 함께 잘 어우리지는 와인이다.",77000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140479,"가넷 바이올렛 컬러를 띠고, 카시스, 블랙 체리, 보이센베리와 구은 오크 향기는 카베르네 소비뇽의 풍부한 맛과 향을 받쳐준다. 다크 초콜릿의 맛과 믿을 수 없을 만큼 끝까지 잘 익은 자두의 맛, 블랙 베리의 아름다운 맛이 나며 이 풀바디 와인은 영하게 즐길 수 있지만, 숙성해서 마시면 그 깊은맛이 더욱 풍부해지는 와인이다.

오리지널 와이너리의 이름은 고대 그리스 신화에서 새벽의 여신의 이름을 딴 에오스에서 따온 이름이다. EOS와이너리는 프리미엄 와인을 기술하는 태양 에너지를 활용 하는 최첨단 친환경 기술을 사용한다. EOS는 대체 에너지로 주조하는 캘리포니아의 센트럴코스트에서 가장 큰 와이너리다. 와이너리 자체가 언덕에 배수가 잘 되는 토양과 미사 점토로 적당히 깊은 토양으로 와인의 맛이 풍부하다.
77,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3070,f
3071,"마르셀 다이스, 리슬링 베블렌하임",http://img.wine21.com/WINE_MST/TITLE/0140000/W0140442.jpg?145528,도멘 마르셀 다이스,프랑스,알자스,리슬링,white,8.5,1.0,3.0,3.0,1.0,"아페리티프,생선, 향이 강한 음식, 드라이하며 훈제한 요리와도 잘 어울린다.",55000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140442,"밝고 선명한 녹색을 겸한 노란빛을 띠고 레몬, 파인애플, 흰색 복숭아등의 향을 느껴진다. 우아함과 세련됨, 완벽한 밸런스, 입안에서 향이 그대로 표현되는 와인이다.
55,000원 (750㎖)",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3071,f
3074,"칼리테라, 리제르바 까르미네르",http://img.wine21.com/WINE_MST/TITLE/0140000/140404.jpg?544435,칼리테라,칠레,라펠,카르메네르,red,14.0,1.0,3.0,3.0,3.0,"붉은 고기류, 오리, 소프트한 치즈와 잘 어울린다.
",25000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140404,"깊고 생생한 루비 레드 컬러를 띠고, 라즈 베리, 블랙 베리, 커피와 담배 잎 향이 느껴지며, 프레시한 과일의 풍미, 풍부한 불륨감을 느낄 수 있는 와인이다.

칼리테라 리제르바는 프리미엄 품질의 엔트리 등급으로, 칼리테라 빈야드 떼루아의 모던함과 우아함을 반영하여 만들어졌다. 이 와인이 가지고 있는 특별한 풍미는 어느 분위기와도 최상의 조합을 보일 수 있을 것이다.

칼리테라 까르미네르는 칼리테라 빈야드의 자부심을 담고자 했다. 이 빈야드는 수십년간 매우 질 높은 까르미네르를 생산하기로 정평이 나있다. 전형적인 까르미네르 뿐만아니라 칼리테라만의 특별함을 담기 위해 노력했다. 프루티함과 약간의 스파이시함을 가진 와인이다.

25,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3074,f
3075,"칼리테라, 리제르바 까베르네 쇼비뇽",http://img.wine21.com/WINE_MST/TITLE/0140000/140402.jpg?452692,칼리테라,칠레,라펠,카베르네 소비뇽,red,14.0,1.0,3.0,3.0,3.0,"붉은 고기류, 오리, 소프트한 치즈와 잘 어울린다.
",25000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140402,"깊고 생생한 루비 레드 컬러를 띠고, 라즈 베리, 블랙 베리, 커피와 담배 잎 향이 느껴지며, 프레시한 과일의 풍미, 풍부한 불륨감을 느낄 수 있다.

칼리테라 리제르바는 프리미엄 품질의 엔트리 등급의 와인으로, 칼리테라 빈야드 떼루아의 모던함과 우아함을 반영하여 만들어졌다. 이 와인이 가지고 있는 특별한 풍미는 어느 분위기와도 최상의 조합을 보일 수 있을 것이다.

칼리테라 까베르네 쇼비뇽 리제르바는 칠레의 콜챠구아 벨리의 아이덴티티를 극명하게 보여주는 듯 하다. 깊은 컬러, 매우 프루티하며 신선한 풍미를 담고 있다, 우아하지만 때로는 강렬함을 전달해 주는 와인이다.

25,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3075,f
3076,"칼리테라, 트리부토 시라",http://img.wine21.com/WINE_MST/TITLE/0140000/140401.jpg?790621,칼리테라,칠레,라펠,시라/쉬라즈,red,14.0,1.0,3.0,3.0,3.0,"붉은 고기류, 오리, 소프트한 치즈와 잘 어울린다.
",45000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140401,"진한 체리 레드 컬러와 약간 푸르스름한 빛을 띠고, 시나몬, 담배 잎, 블랙 페퍼, 블랙베리, 라즈베리의 향을 느낄 수 있다. 잘 짜여진 발란스와 볼륨, 소프트한 타닌, 샤프한 산도를 가졌다.

트리부토는‘경의’를 의미하는 단어로 깔리테라 와인을 만들어 낼 수 있게 해준 최상의 토양, 사람들 그리고 그 주변의 모든 것들의 하모니에 대한 경의를 표하고자 만들어진 와인이다. 깔리테라 빈야드의 자연과 매일 그 자연을 대하며 행복하게 일하는 사람들과의 조화를 표현하고자 하였다.

칼리테라의 트리부토 쉬라즈는 매우 아름다운 컬러를 가졌으며, 산도와 숙성, 구조가 뛰어나다. 이 와인은 2023년까지 병 숙성해도 뛰어난 맛을 간직하고 있을 것이다. 12개월 동안 13%는 새 프랜치 오크에 87% 아메리칸 오크 베럴에 숙성시켰다.
45,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3076,f
3077,"칼리테라, 리제르바 메를로",http://img.wine21.com/WINE_MST/TITLE/0140000/W0140400.jpg?169013,칼리테라,칠레,라펠,메를로,red,14.0,1.0,3.0,3.0,3.0,"로스트 안심과 등심, 진한 소스의 육류, 염소 치즈 등 오래된 숙성 치즈 등과 잘 어울린다.",25000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140400,"깊고 생생한 루비 레드 컬러를 띠고, 라즈 베리, 블랙 베리, 커피와 담배 잎 향이 느껴지며, 프레시한 과일의 풍미, 풍부한 불륨감을 느낄 수 있다.

칼리테라 리제르바는 프리미엄 품질의 엔트리 등급으로, 칼리테라 빈야드 떼루아의 모던함과 우아함을 반영하여 만들어졌다. 이 와인이 가지고 있는 특별한 풍미는 어느 분위기와도 최상의 조합을 보일 수 있을 것이다.

칼리테라 메를로는 유서 깊은 칼리테라의 떼루아를 잘 표현하고 있다. 메를로는 보르도산이 잘 알려져 있으나, 칠레에 위치한 칼리테라의 떼루아를 만나면서 더 특별하고 유니크해졌다. 이 와인은 메를로 고유의 맛을 느낄 수 있도록 간결하고 심플하게 만들어졌으며 그 매력이 계속해서 와인을 마시고 싶게 만든다. 어느 분위기나 기분에도 잘 어울리는 와인이다.

25,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3077,f
3078,록 드 루싹,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140381.jpg?190130,프로덕타,프랑스,보르도,메를로,red,13.0,1.0,3.0,4.0,3.0,"구운 육류요리와 치즈, 가금류 고기 구이, 치킨 그릴 구이, 버섯구이 등과 잘 어울린다.",40000.0,2012,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140381,"아름답게 번쩍이는 붉은 색상, 신선한 과일의 강렬한 향. 맛이 부드럽고 우아하다.

루싹 쌩떼밀리옹 지역은 리부흐네지역 중심부에있는 쌩떼밀리옹 북쪽에 위치해있다. 우수한 문화경관을 인정받아 포도원으로는 세계문화유산으로 처음 등재된 쌩떼밀리옹은 유서깊은 건축물과 로마네스크 양식의 교회 등 매력이 넘치는 곳이다.

쌩떼밀리옹 지역은 와인 재배에 좋은 미기후의 영향을 받아 여름에 적당한 비가 내리고 따뜻한 날씨를 보여준다. 포도밭은 언덕과 산기슭에 자리잡고 있고 토양은 모래와 진흙석회암 등이며 생산되는 와인은 가볍게 마시기 좋은 와인부터 장기숙성하기 좋은 와인까지 다양하다. 록은 일반적으로 집을 지을 때 사용하는 반석을 의미하며 견고하고 균형잡히고 전통적인 인상을 준다.

40,000원 (750㎖)",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3078,f
3080,생 수페리 메를로,http://img.wine21.com/WINE_MST/TITLE/0140000/140376.jpg?614933,생 수페리,미국,캘리포니아,메를로,red,8.5,1.0,3.0,4.0,3.0,"그릴에 구운 비프스테이크 요리, 양고기, 튀김, 볶음요리, 치즈등과 잘 어울린다.",70000.0,2006,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140376,"2006년 나파벨리 메를로는 메를로 품종이 보여주는 섬세하면서 두툼한 과일향을 지닌 엘레강스한 느낌의 매우 훌륭한 와인이다.

빛나는 붉은색과 자주색을 띠는 이 와인은 블루베리와 블랙베리의 아로마를 선사하며, 옅은 바닐린 오크와 아니스의 향을 보여준다. 잘 익은 과일의 향과 그을린 오크통의 매혹적인 향을 지속적으로 보여주며 마지막까지 매우 훌륭한 구조감을 느낄수 있다.

70,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3080,f
3081,"생 수페리, 까베르네 쇼비뇽",http://img.wine21.com/WINE_MST/TITLE/0140000/W0140375.jpg?078342,생 수페리,미국,캘리포니아,카베르네 소비뇽,red,11.0,1.0,3.0,4.0,3.0,아시아 요리와도 잘 어울리고 좋은 스테이크와도 잘 어울린다.,80000.0,2008,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140375,"짙은 붉은색과 자주색은 그 와인의 깊이와 풍부한 특징을 잘 반영해주고 있다. 그 강렬한 향은 한 웅큼의 바닐린(향미료)을 가지고 있는 참나무와 삼나무의 저류(undercurrent)에 의해 보충된 우수한 나무딸기와 까치밥나무 Cabernet 의 특성을 제공해 준다. 유혹적인 들장미와 나무딸기, 구운 참나무 그리고 감초 향은 완전하고 만족스러운 와인을 위해 잘 조화된 탄닌과 결합되어 있다.
80,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3081,f
3083,생 수페리 엘루,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140373.jpg?627671,생 수페리,미국,캘리포니아,카베르네 소비뇽,red,8.5,1.0,3.0,5.0,4.0,소스를 곁들인 붉은고기와 강한 치즈와 잘 어울린다.,180000.0,2004,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140373,"맑고 풍부한 활력이넘치는 달콤한 체리와 블랙베리 과실향으로 우아하고 스타일리쉬하다. 그을린 오크와 잘익은 딸기향을 보여주며, 끝맛은 약간의 타닌이 오래동안 지속된다. 2004년 성장의 시작은 29.5°c에 달하는 날이 지속되던 3월초에 시작되었다. 따뜻한 기후는 봄기간 내내 지속되어 꽃의 개화를 3주나 앞당겼다. 우리는 6월과 7월동안 평년보다 많이 포도송이를 속기하고 과실에 햇볕에 노출시키기 위해 차양을 여는 등 포도의 색상과 향기를 강화시키는 노력으로 수확기에 수확량의 평균 50%에 달하는 뛰어난 품질의 포도를 얻었다.
180,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3083,f
3084,샤또 폰지라스,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140371.jpg?049921,프로덕타,프랑스,보르도,카베르네 소비뇽,red,8.5,1.0,3.0,3.0,4.0,"그릴에 구운 비프스테이크 요리, 양고기 등과 잘 어울린다.",45000.0,2007,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140371,"진한 심홍색을 띠며 파워풀하고 잘 익은 과일향이 매력적이고 신선하다. 밸런스가 좋은 와인으로 풍부한 타닌을 보여준다.

Medoc 지역의 Ordonnac마을에서 전통적인 방식으로 생산되고 있다.
메독지역은 모래와 자갈, 점토를 포함한 다양한 종류의 토양으로 구성되어있으며, 메독지역의 와인은 다양한 종류의 포도품종을 블렌딩하여 풍부하고 뛰어난 와인을 생산하는 곳으로 유명하다.


45,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3084,f
3086,미숑 쌩 뱅쌍 루즈,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140369.jpg?448594,프로덕타,프랑스,보르도,메를로,red,13.0,1.0,3.0,3.0,3.0,그릴에 구운 고기와 치즈와 곁들여 마시면 좋다. 딱딱한 치즈와도 곁들여 마시면 좋다,18000.0,2008,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140369,"깊고 아름다운 붉은색을 띠며, 과일과 바닐라향이 일품이다. 농익은 과일의 아로마와 가벼운 나무의 향기를 즐길 수 있으며, 밸런스가 좋은 와인이다.
18,700원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3086,f
3087,"훌리오 부숑, 말벡 리제르바 에스페샬",http://img.wine21.com/WINE_MST/TITLE/0140000/140367.jpg?991090,훌리오 부숑,칠레,마울레,말벡,red,13.0,1.0,3.0,4.0,4.0,"그릴에 구운 양고기와 궁합이 좋으며, 전통적인 방법으로 오리를 요리한 콩피 드 카나르와  매우 잘 어울린다. ",55000.0,2011,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140367,"진한 자주색과 잘 익은 검은과일의 멋진 아로마와 약간의 벌꿀향 그리고 프렌치 오크 숙성으로 얻어진 구운 헤이즐넛의 은은한 향이 조화를 이루고 있다. 잘 익은 타닌이 블랙베리잼과 바이올렛향의 우아한 여운과 함께 어우러진다.
55,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3087,f
3088,"훌리오 부숑, 리제르바 소비뇽 블랑",http://img.wine21.com/WINE_MST/TITLE/0140000/W0140366.jpg?037786,훌리오 부숑,칠레,마울레,소비뇽 블랑,white,9.0,1.0,3.0,3.0,1.0,해산물 등과 잘 어울린다.,25000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140366,"살짝 녹색빛이 감도는 옅은 노란색으로 맑고 밝은 빛을 띠며 약간의 미네랄, 오렌지 블라섬의 향이 그레이프푸르츠 같은 새콤한 과일의 향과 믹스되어 조화를 이루고 과일향이 풍부하고 프레시하며 산도와 밸런스가 조화롭고 목넘김이 좋으면서 미디움 바디와 긴 여운을 보여주는 깔끔하고 상큼한 끝맛의 와인이다

25,000원 (750㎖)",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3088,f
3089,훌리오 부숑 메를로 리제르바,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140365.jpg?626981,훌리오 부숑,칠레,마울레,메를로,red,14.0,1.0,3.0,3.0,3.0,"치킨, 햄, 순한 치즈와 리조또, 버섯소스나 토마토소스의 파스타, 스파이시한 음식과도 잘 어울린다.",25000.0,2011,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140365,"짙고 깊은 레드 빛과 메를로의 복잡하고 풍부한 과실의 향이 매우 인상적이다. 잘 익은 붉은 과일과 꽃향기, 홍차의 향이 잘 어우러져 조화를 이루며, 커피 아로마가 매우 인상적이다. 탐스럽게 익은 과일과 홍차, 커피의 향이 끝맛으로 느껴지며, 입안에서 매우 좋은 구조감과 밸런스를 보여주는 끝맛이 매우 좋은 와인이다.
25,000원 (750㎖)",1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3089,f
3090,"훌리오 부숑, 샤도네 리제르바",http://img.wine21.com/WINE_MST/TITLE/0140000/140364.jpg?925468,훌리오 부숑,칠레,마울레,샤르도네,white,9.0,1.0,3.0,3.0,1.0,"연어나 소스를 곁들인 가리비 등 해산물요리, 크림소스 파스타 등과 잘 어울린다.",25000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140364,"옅은 노란색을 띠고, 달콤한 벌꿀향과 잘 익은 바나나와 파인애플 같은 열대과일의 향이 느껴지며, 프레쉬하고 산미감이 매우 뛰어나며 과일을 머금은듯 하다. 미디움 바디의 와인으로 끝맛이 훌륭하다.

25,000원 (750㎖)",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3090,f
3091,훌리오 부숑 까베르네 소비뇽 리제르바 에스페샬,http://img.wine21.com/WINE_MST/TITLE/0140000/140363.jpg?468601,훌리오 부숑,칠레,마울레,카베르네 소비뇽,red,14.0,1.0,3.0,4.0,3.0,"바비큐, 그릴스테이크 요리와 잘 어울린다.",55000.0,2010,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140363,"강렬한 붉은색을 띠고, 체리, 블랙커런트 등 검은 과실류의 향과 달콤한 과일잼과 바닐라, 커피 아로마가 잘 느껴지며, 부드럽고 둥근 타닌과 오랜 여운을 주는 우아한 뒷맛을 가진 와인이다.
55,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3091,f
3092,훌리오 부숑 까베르네 쇼비뇽 리제르바,http://img.wine21.com/WINE_MST/TITLE/0140000/140362.jpg?245702,훌리오 부숑,칠레,마울레,카베르네 소비뇽,red,14.0,1.0,3.0,3.0,3.0,모든 육류 및 치즈와 잘 어울리며 특히 삼겹살과 잘 어울린다.,25000.0,2012,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=140362,"빛나는 루비레드 색을 띠고, 자두같은 잘 익은 붉은색 과일의 향과 스파이시함, 담배나 커피의 부드러운 향과 허브의 향 또한 보여진다. 매끄러운 타닌과 오크에서 나오는 토스트향이 여운의 끝에 자리잡고 있으며, 입안에서 좋은 구조감을 보여주며 피니쉬가 매우 좋다.

25,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3092,f
