,title,img_link,alcohol,size,wine_type,sparkling,sweetness,grape_type,country,aroma,flavor,winery,color,food_pairing,charms,link
353,Wolf Blass Eaglehawk Shiraz Merlot Cabernet ,http://www.wine.co.kr/upload/products/wineList/australia/WolfBlassEaglehawkShirazMerlotCabernet.png,13.5%,750ml,Red,Still,Dry,"카버네 소비뇽, 멜롯, 쉬라즈",South Eastern Australia,보이즌베리와 체리향이 먼저 느껴지고 오크통 숙성의 특징인 스파이시한 향이 뒤따릅니다.,"싱그럽고 젊은 진한 붉은 빛과 더불어 과실류의 아로마, 후추 그리고 바닐라 오크의 향미가 매력적입니다. 미디엄 바디의 와인으로 달콤한 과즙과, 부드러운 목넘김이 인상적입니다. 마무리는 끊기지 않고 이어집니다.",Wolf Blass,생생한 붉은빛,"오향장육, 터키식 케밥, 미트 소스 스튜",IWC ?‘울프블라스’2013 올해의 레드와인 메이커 IWSC ?‘울프블라스’2013 올해의 와인 메이커,http://www.wine.co.kr/wine/530
354,Wolf Blass Eaglehawk Sparkling Cuvee Brut ,http://www.wine.co.kr/upload/products/wineList/australia/WolfBlassEaglehawkSparklingCuveeBrut.png,12.0%,750ml,White,Sparkling,Dry,"피노누아, 샤도네이",South Australia,강한 시트러스향과 샤베트 아로마가 느껴집니다.,"풀바디한 질감과 더불어 사과와 멜론 맛이 크리미하게 느껴집니다. 신선하고 상큼하며, 마무리가 깨끗한 와인입니다.",Wolf Blass,끊임없이 기포가 올라오는 밝은 밀짚색,"왕새우, 닭꼬치, 크리스피 샐러드",IWC ?‘울프블라스’2013 올해의 레드와인 메이커 IWSC ?‘울프블라스’2013 올해의 와인 메이커,http://www.wine.co.kr/wine/528
355,Wolf Blass Eaglehawk Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/australia/WolfBlassEaglehawkCabernetSauvignon.png,13.5%,750ml,Red,Still,Dry,카버네 소비뇽,South Eastern Australia,강한 라즈베리향과 약간의 스파이시한 아로마가 느껴집니다.,"브랜드 창업자 울프 블라스가 그의 첫번째 와이너리를 Barossa에 만들었을 때, 그는 원주민어로 수리매를 의미하는 빌야라라고 이름 붙였습니다. 그리고 이 이미지는 훗날 울프블라스의 세계적 성공의 상징이 되었습니다. 수리매의 힘이 느껴지는 이글호크 와인은, 베리류의 맛과 스파이시함이 느껴진 후 바닐라 향을 머금은 오크의 부드러운 탄닌으로 마무리됩니다.",Wolf Blass,자두빛이 도는 붉은색,"불고기, 구운 양고기, 파스타",IWC ?‘울프블라스’2013 올해의 레드와인 메이커 IWSC ?‘울프블라스’2013 올해의 와인 메이커,http://www.wine.co.kr/wine/527
356,Wolf Blass President Selection Chardonnay ,http://www.wine.co.kr/upload/products/wineList/australia/WolfBlassPresidentSelectionChardonnay.png,13.0%,750ml,White,Still,Dry,샤도네이,South Australia,백도(白桃)향과 풍미 가득한 열대과실 향이 느껴집니다.,"프레지던트 셀렉션 레인지는 울프블라스의 전통적인 블렌딩 철학에 따라 만들어졌습니다. 질이 좋고, 고유한 특성을 가졌으며, 일관성을 유지하는 남호주의 생산지에서 매해 우수한 과실을 사용한다는 것이 그 철학입니다. 그 결과, 핵과류의 풍부한 맛에 시트러스 향, 크리미한 질감이 더해져 상쾌하게 마무리 됩니다.",Wolf Blass,초록빛이 도는 옅은 밀짚색,"왕새우, 랍스터, 수육, 갈치조림, 아구찜",Wine Spectator : 89 point (2003 vintage) Wine Spectator : 87 point (2006 vintage),http://www.wine.co.kr/wine/548
357,Wolf Blass President Selection Shiraz ,http://www.wine.co.kr/upload/products/wineList/australia/WolfBlassPresidentSelectionShiraz.png,15.0%,750ml,Red,Still,Dry,쉬라즈,South Australia,"라즈베리와 자두 아로마에, 흰후추와 향신료 부케가 섞여 다양한 스펙트럼을 연출합니다.","풍만하고 부드러우면서도 촉촉한 질감을 가진 와인입니다. 프랑스와 미국 오크통에서 14개월간 숙성하여, 정교하면서도 비단같은 촉감을 살렸고 잘 짜여진 탄닌이 입안에 여운을 남깁니다.",Wolf Blass,짙은 자주빛이 감도는 풍부한 붉은색,"케밥, 피자, 숙성된 체다 치즈",Wine Spectator : 88 point (2010 vintage) Robert Parker : 88 point (2010 vintage) Royal Queensland Wine Show 2014 : Silver (2012 vintage),http://www.wine.co.kr/wine/549
358,Wolf Blass President Selection Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/australia/WolfBlassPresidentSelectionCabernetSauvignon.png,14.5%,750ml,Red,Still,Dry,카버네 소비뇽,South Australia,"Black currant와 유칼립투스 향이 어우러지고, 바닐라 향이 담긴 오크 부케가 느껴집니다.","이 와인은 남호주 최고의 카버네 소비뇽 생산지에서 재배한 품종으로 만들어졌습니다. 다크베리맛이 강하게 입안에 느껴지고, 크리미한 바닐라와 커피 맛이 상쾌한 여운을 남깁니다. 미국 오크통과 프랑스 오크통을 고루 사용해 성숙시켜 균형을 갖췄습니다.",Wolf Blass,깊은 크림슨,"푸아그라와 송로버섯을 곁들인 스테이크, 갈비찜",Wine Spectator : 85 point (2000 vintage) Wine Spectator : 89 point (2006 vintage),http://www.wine.co.kr/wine/547
359,Wolf Blass Platinum Label Shiraz ,http://www.wine.co.kr/upload/products/wineList/australia/WolfBlassPlatinumLabelShiraz.png,14.5%,750ml,Red,Still,Dry,쉬라즈,"호주, Dorrien, Barossa Valley","베리류의 풍부한 향이 강하게 느껴지고, 다크 초콜릿, 신선한 커피와 향긋한 오크 향을 맡을 수 있습니다.","플래티넘 라벨 쉬라즈는 Barossa Valley에서도 뛰어난 토양을 가진 Dorrien의 최상급 포도로 만들었습니다. 제한된 수량만 생산하기 때문에, 최적의 토양, 최상의 품종, 섬세한 숙성의 결정체만을 선보입니다. 블루베리와 블랙베리, 다크 초콜렛과 신선한 커피가 결합된 듯한 풍미는, 스파이시한 느낌과 프랑스 오크통 숙성에 의해 더 강화됩니다. 혀에 닿는 부드러움과 꽉 짜여진 구조의 탄닌, 훌륭한 마무리가 돋보이는 와인입니다.",Wolf Blass,생기있고 짙은 자주색,"안심 스테이크, 북경 오리",Wine Spectator : 91 point Jeremy Oliver Wine Annual : 94 point James Halliday Australian Wine Companion : 94 point(2010 vintage),http://www.wine.co.kr/wine/553
360,Jammy Red ROO ,http://www.wine.co.kr/upload/products/wineList/australia/20200615102530088.png,13.5%,750ml,Red,Still,Dry,기타,"호주, 뉴사우스웨일즈","레드베리, 초컬릿, 바닐라","달콤한 레드베리류의 맛, 바닐라와 쵸컬릿 맛을 느낄 수 있다. 샹그리아나 칵테일 레시피와 함께 하면 잘 즐길 수 있다.",[yellow tail],짙은 자주빛,BBQ와 가장 좋은 궁합을 보인다,"글로벌 브랜드 파워 3년 연속 1위 (2018, 2019, 2020)",http://www.wine.co.kr/wine/741
361,Zonin Chianti DOCG ,http://www.wine.co.kr/upload/products/wineList/italy/ZoninChiantiDOCG.png,12.5%,750ml,Red,Still,Dry,기타,"이태리, 토스카나, 끼안티","체리, 야생베리, 바이올렛, 스파이시함의 조화",드라이하면서도 신선하고 우수한 바디감과 과일향이 잘 어우러져 부드러운 탄닌이 느껴지는 끼안티 와인입니다.,조닌,심홍색을 띠는 루비 레드,"거의 모든 이태리 요리, 다양한 육류와 무난하게 조화됩니다.",이태리 최대 규모의 패밀리 와이너리인 조닌의 합리적인 가격인 끼안티 와인,http://www.wine.co.kr/wine/335
362,Zonin Valpolicella Classico DOC ,http://www.wine.co.kr/upload/products/wineList/italy/ZoninValpolicellaClassicoDOC.png,12.0%,750ml,Red,Still,Dry,기타,"이태리, 베네토","라즈베리, 버드나무향",온화한 루비색과 야생 열매풍의 아몬드향. 드라이함과 부드러움이 조화롭게 어울린 클라시코 제품입니다,조닌,밝은 루비레드,"파스타, 가금류, 육류",이태리 최대 규모의 패밀리 와이너리 조닌의 베네토 대표 와인.,http://www.wine.co.kr/wine/337
363,Zonin Soave Classico DOC ,http://www.wine.co.kr/upload/products/wineList/italy/ZoninSoaveClassicoDOC.png,12.0%,750ml,White,Still,Dry,기타,"이태리, 토스카나",정교하고 우아한 아카시아와 꿀향,부드러우면서도 신선함을 유지하고 있는 와인으로 맛있게 조화가 잘 이뤄진 지역 고유품종으로 양조된 와인입니다.,조닌,황금빛의 옅은 밀짚색,"생선, 조개, 새우 등 각종 해산물, 치즈",이태리 최대 규모의 패밀리 와이너리 조닌의 베네토 대표 화이트 와인.,http://www.wine.co.kr/wine/338
364,Zonin Asti DOCG ,http://www.wine.co.kr/upload/products/wineList/italy/ZoninAstiDOCG.png,7.5%,750ml,White,Sparkling,Sweet,모스카토,"이태리, 피에몬테, 아스티","복숭아, 꿀 등의 향긋한 아로마",모스카토품종 특유의 달콤한 맛에 스파클링이 입안에 닿는 자극이 더해진 상큼한 와인입니다.,조닌,그린빛의 황금빛 하이라이트인 옅은 옐로우,"과일, 샐러드, 케익, 파이, 쿠키와 비스킷",이태리 최대 규모의 패밀리 와이너리 조닌의 달콤한 모스카토 스파클링 와인.,http://www.wine.co.kr/wine/339
365,Zonin Prosecco DOC ,http://www.wine.co.kr/upload/products/wineList/italy/ZoninProseccoDOC.png,11.0%,750ml,White,Sparkling,Dry,기타,"이태리, 베네토","매력적인 과일향, 아로마틱하며 등꽃향과 사과향이 풍부","전체적으로 균형잡힌 구조감이 느껴지며, 프로세코의 전형적인 맛인 섬세한 아몬드의 맛이 느껴집니다.",조닌,옅은 밀짚색상,강한 양념을 제외한 모든 음식과 조화,미국 시장 이태리 스파클링 1위 제품.,http://www.wine.co.kr/wine/333
366,Zonin Pinot Grigio DOC ,http://www.wine.co.kr/upload/products/wineList/italy/ZoninPinotGrigioDOC.png,12.0%,750ml,White,Still,Dry,기타,"이태리, 프리울리, Cervignano del Friuli",풍부한 과실향이 우아하게 표현,살짝 드라이하면서도 굉장히 상큼한 와인으로 우아한 구조감과 기분 좋은 균형감이 특징입니다.,조닌,그린빛이 감도는 옅은 밀짚색,"생선, 조개, 새우 등 각종 해산물, 치즈",이태리 최대 규모의 패밀리 와이너리 조닌의 상큼한 화이트 와인.,http://www.wine.co.kr/wine/347
367,Georges Duboeuf Macon Villages ,http://www.wine.co.kr/upload/products/wineList/france/GeorgesDuboeufMaconVillages.png,13.0%,750ml,White,Still,Dry,샤도네이,"프랑스, 보졸레, 마꽁 빌라쥐","아카시아,흰색꽃종류향",후루티하며 동시에 우아하고 정교한 화이트와인의 맛,조르쥐뒤뵈프,밝은 황금색,치즈와 간단한 음식등,보졸레 유명 와이너리 '조르쥐뒤뵈프'의 와인으로 특히 한국음식과 잘 매칭이 되어 인기가 많다.,http://www.wine.co.kr/wine/383
368,Georges Duboeuf Moulin A Vent ,http://www.wine.co.kr/upload/products/wineList/france/GeorgesDuboeufMoulinAVent.png,13.0%,750ml,Red,Still,Dry,기타,"프랑스, 보졸레, 물랭 아 방",꽃과 과일향과 체리향,잘 짜여진 탄닌과 아주 미세한 향신료향이 느껴짐,조르쥐뒤뵈프,깊은 루비빛,치즈와 간단한 음식등,보졸레 유명 와이너리 '조르쥐뒤뵈프'의 와인으로 특히 한국음식과 잘 매칭이 되어 인기가 많다.,http://www.wine.co.kr/wine/382
369,Gigondas ,http://www.wine.co.kr/upload/products/wineList/france/20170403035450341.png,14.0%,750ml,Red,Still,Dry,기타,"프랑스, 론","블랙베리, 체리, 자두 등의 아로마","그르나슈 품종이 주는 바디감과 부드러운 타닌과 잘 익은 과실류의 향이 조화로운 와인이며, 기분 좋은 피니시가 특징입니다.",Vidal-Fleury,검붉은 루비색,"육류, 구운 가지 요리, 치즈류 등","Robert Parker : 89 / 100, International Wine Challenge Londres : Recommanded, Bettane et Dessauve : 15 /20, Jancis Robinson : 16,5 / 20",http://www.wine.co.kr/wine/676
370,Pierre Amadieu Gigondas ,http://www.wine.co.kr/upload/products/wineList/france/PierreAmadieuGigondas.png,14.5%,750ml,Red,Still,Dry,"쉬라즈, 기타","프랑스, 론, 지공다스","붉은 과실류의 잼향, 블랙 커런트 바닐라향","부드럽고 둥글게 감싸는 풀 바디의 탄닌과 백리향, 로즈마리 월계수 향이 은은하게 느껴진다.",삐에르아마디유,진한 보라빛,"소스에 절인 고기류, 매운 한국음식, 각종 치즈류. 의외로 바닐라 아이스크림과도 어울린다",지공다스 와인은 평균 WS점수 88~90점대를 유지하는 와인으로 전 세계적으로 인정받고 있는 론 와인이다.,http://www.wine.co.kr/wine/492
371,CARNIVOR ,http://www.wine.co.kr/upload/products/wineList/america/20170328040642541.png,13.8%,750ml,Red,Still,Dry,카버네 소비뇽,"미국, 캘리포니아, 로다이","커피, 토스티, 초콜릿향",부드러우면서도 진한 탄닌감 속에서 잘 익은 과실의 미감이 우아하고 그윽한 풍미를 선사합니다.,Carnivor,강렬하고 진한 다크 레드,모든 종류의 스테이크 및 붉은 육류,"탄탄한 구조감 속에서 진하고 감미로운 미감을 선사하는 카니버는 모든 종류의 육류 요리에 특화되어 있는 듯 한 느낌을 줄 정도로 좋은 조화를 선사합니다. 세계적인 와인평론가인 Robert Parker도 잘 익은 포도의 느낌과 카버네 소비뇽 품종의 순수함이 잘 살아나는 미디움-풀 바디 와인으로써 평가한 바 있으며, 유명 영화배우 제이미 폭스를 비롯한 미국 내 여러 유명인사들 또한 '가장 좋아하는 카버네 소비뇽 와인‘ 으로 언급하였을 만큼 품질과 시장성을 인정받고 있습니다. 일본에서는 일본 최대 주류회사인 산토리사가 '육류요리에 최적화된 검은색의 와인'이라는 컨셉의 신흥 주력제품으로써 판매되고 있습니다.",http://www.wine.co.kr/wine/641
372,Carmen Gold Reserve Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/chile/20170214033257416.png,14.8%,750ml,Red,Still,Dry,카버네 소비뇽,"칠레, 마이포 밸리(Maipo Valley)",우아하면서도 진한 복합적인 아로마,밸런스가 잘 잡힌 진한 탄닌 맛이 입안에서 오랜 여운을 남기며 구조감이 매우 뛰어나고 파워풀하면서 과일맛이 잘 살아있는 진한 맛의 와인입니다.,Carmen,짙은 루비색,"체다, 초콜릿, 바닐라, 시가, 스파이시한 맛과 잘 어울립니다.",15년 정도 장기보관하여 드셔도 좋을 만큼 뛰어난 품질을 자랑합니다.,http://www.wine.co.kr/wine/611
373,Carmen Gran Reserva Carmenere ,http://www.wine.co.kr/upload/products/wineList/chile/20170214034951174.png,14.19%,750ml,Red,Still,Dry,"카버네 소비뇽, 기타","칠레, 콜차구아 밸리(Colchagua Valley)","붉은 과실풍미, 삼나무, 담배, 오크향","균형적인 구조감, 깊고도 부드러운 질감, 아름답고도 긴 여운이 탁월합니다.",Carmen,짙은 루비 빛,"필렛 미뇽, 로스트 립, 로스트 오리구이, 미트볼, 케밥, 치즈 혹은 크림소스 파스타, 파마산 체다 치즈",최고의 칠리안 떼루아에서의 이상적인 버라이어탈의 표현.,http://www.wine.co.kr/wine/613
374,Carmen Gran Reserva Merlot ,http://www.wine.co.kr/upload/products/wineList/chile/20170214043034285.png,14.19%,750ml,Red,Still,Dry,"멜롯, 쉬라즈, 기타","칠레, 마이포 알토 밸리(Maipo Alto Valley)","풍부한 블랙 베리향, 감초, 송로버섯향이 풍성합니다",풀바디 와인으로 길고 깊은 풍미가 있습니다,Carmen,짙은 루비 빛,"송아지 고기, 가금류, 미트소스 파스타, 버섯 그리고 라따뚜이와 잘 어울립니다",각 품종의 특성이 최대한 잘 발현될 수 있는 각기 다른 지역의 싱글빈야드에서 생산,http://www.wine.co.kr/wine/615
375,Carmen Gran Reserva Syrah ,http://www.wine.co.kr/upload/products/wineList/chile/20170214042831856.png,14.3%,750ml,Red,Still,Dry,쉬라즈,"칠레, 콜차구아 밸리(Colchagua Valley)","자두, 블랙체리, 페퍼민트, 미네랄 향",파워풀하면서도 매우 복합적인 와인입니다.,Carmen,짙은 루비 빛,"매운 붉은요리, 강한 맛의 치즈",최고의 칠리안 떼루아에서의 이상적인 버라이어탈의 표현.,http://www.wine.co.kr/wine/614
376,Carmen Gran Reserva Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/chile/20170214043233052.png,14.1%,750ml,Red,Still,Dry,"카버네 소비뇽, 기타","칠레, 마이포 알토 밸리(Maipo Alto Valley)","블랙커런트, 코코아, 에스프레소향",균형미가 뛰어난 와인으로 마신 후의 여운이 오랫동안 지속됩니다.,Carmen,짙은 루비 빛,"붉은 육류요리, 매운양념의 소고기립, 가금류, 치즈",최고의 칠리안 떼루아에서의 이상적인 버라이어탈의 표현,http://www.wine.co.kr/wine/616
377,Carmen Reserva Premier Carmenere ,http://www.wine.co.kr/upload/products/wineList/chile/20170214050651019.png,14.1%,750ml,Red,Still,Dry,기타,"칠레, 콜차구아 밸리(Colchagua Valley)","진한 블랙베리향, 야생 블루베리향, 마른 잎사귀향, 토스트향",과일 맛이 풍부한 부드러운 팔레트가 특징,Carmen,짙은 루비 빛,"양고기 요리, 로스트 고기, 중국요리",각각의 버라이어탈을 가장 잘 표현한 와인으로 가격대비 고품질의 와인입니다.,http://www.wine.co.kr/wine/620
378,Carmen Reserva Premier Merlot ,http://www.wine.co.kr/upload/products/wineList/chile/20170214053623786.png,14.1%,750ml,Red,Still,Dry,"멜롯, 기타","칠레, 콜차구아 밸리(Colchagua Valley)","붉은 과일향, 카라멜향, 호두, 체리향 등 달달하면서도 스파이시한 향",과일맛이 풍부하면서도 깊이 있는 맛이 특징입니다.,Carmen,짙은 루비 빛,"모든 종류의 고기 요리, 치즈, 스튜요리 및 파스타",각각의 버라이어탈을 가장 잘 표현한 와인으로 가격대비 고품질의 와인입니다.,http://www.wine.co.kr/wine/621
379,Carmen Reserva Premier Chardonnay ,http://www.wine.co.kr/upload/products/wineList/chile/20170214044450172.png,13.8%,750ml,White,Still,Dry,샤도네이,"칠레, 카사블랑카 밸리(Casablanca Valley)","수박,배 등 매혹적이면서도 신선한 과일 풍미",신선한 느낌의 적절한 산도로 상쾌한 맛을 느낄 수 있습니다.,Carmen,밝은 황금색,"부드러운 치즈, 파스타, 생선 및 해산물요리, 특히 굴요리와 매우 잘 어울립니다.",각각의 버라이어탈을 가장 잘 표현한 와인으로 가격대비 고품질의 와인입니다.,http://www.wine.co.kr/wine/618
380,Carmen Reserva Sauvignon Blanc ,http://www.wine.co.kr/upload/products/wineList/chile/20170214044009451.png,13.69%,750ml,White,Still,Dry,쇼비뇽 블랑,"칠레, 카사블랑카 밸리(Casablanca Valley)","매력적인 허브와 라임, 자몽향, 토마토 잎향",상쾌하면서도 신선하고 우아한 맛,Carmen,밝은 황금색,"각종 해산물, 굴요리, 새우 그리고 흰살 육류와 샐러드와 잘 어울립니다.",각각의 버라이어탈을 가장 잘 표현한 와인으로 가격대비 고품질의 와인입니다.,http://www.wine.co.kr/wine/617
381,Carmen Reserva Premier Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/chile/20170214055523503.png,14.0%,750ml,Red,Still,Dry,"카버네 소비뇽, 기타","칠레, 콜차구아 밸리(Colchagua Valley)","검은 체리와 플럼, 유칼립투스, 모카향, 블랙커런트",균형감 있는 산도와 원숙한 타닌감을 느낄 수 있습니다.,Carmen,짙은 루비 빛,"로스트 비프, 티본 스테이크, 스튜, 모든 치즈",각각의 버라이어탈을 가장 잘 표현한 와인으로 가격대비 고품질의 와인입니다.,http://www.wine.co.kr/wine/622
382,Carmen Reserva Premier Pinot Noir ,http://www.wine.co.kr/upload/products/wineList/chile/20170214044846636.png,13.0%,750ml,Red,Still,Dry,피노누아,"칠레, 카사블랑카 밸리(Casablanca Valley)","톡쏘는 블랙체리와 산딸기류의 과일향,나뭇잎향, 오크향",균형잡히고 여운이 긴 피니쉬가 매력적입니다.,Carmen,짙은 루비 빛,"샐러드, 어류요리, 크리미하고도 매운 소스의 음식과 잘 어울립니다. 치즈나 말린 과일류만으로도 즐겨도 잘 어울린다.",각각의 버라이어탈을 가장 잘 표현한 와인으로 가격대비 고품질의 와인입니다.,http://www.wine.co.kr/wine/619
383,Carmen Merlot ,http://www.wine.co.kr/upload/products/wineList/chile/20170214060450092.png,14.0%,750ml,Red,Still,Dry,멜롯,"칠레, 센트럴 밸리(Central Valley)","강한 레드 체리, 카라멜, 커피향, 초콜렛 향,섬세한 미트향과 잘익은 자두향","적당히 태닉(Tannic)하면서 풍부하고 부드러운 맛이 특징이며, 멜로 품종 특유의 맛을 잘 살려주고 있습니다. 초보자들도 쉽게 즐길만한 맛을 지니고 있습니다.",Carmen,매우 깊으면서 밝은 루비색,"햄, 스테이크, 비프, 불고기, 갈비 등 육류요리와 잘 매치됩니다",언제 어디서나 쉽게 접할수 있는 친숙한 와인,http://www.wine.co.kr/wine/625
384,Carmen Chardonnay Screw Cap ,http://www.wine.co.kr/upload/products/wineList/chile/20170214060307054.png,14.0%,750ml,White,Still,Medium Dry,샤도네이,"칠레, 센트럴 밸리(Central Valley)","파인애플, 멜론, 배, 시트러스가 느껴지는 진한 과일향","오래 지속되는 풍부한 과일맛과 오래 지속되는 끝맛, 적절한 질감을 지닙니다.",Carmen,녹색이 조금 느껴지는 밝은 노란색,"굴, 새우, 바닷가재 요리, 해물 샐러드, 닭고기나 칠면조 요리, 크림 소스의 파스타, 찜냄비 요리 등에 잘 어울리며 식전주로도 좋습니다.","★ 2003년 ""Chilean Winery of The Year""로 선정된 Winery의 대표적인 제품 입니다.",http://www.wine.co.kr/wine/624
385,Carmen Sauvignon Blanc Screw Cap ,http://www.wine.co.kr/upload/products/wineList/chile/20170214055817987.png,13.5%,750ml,White,Still,Medium Dry,쇼비뇽 블랑,"칠레, 센트럴 밸리(Central Valley)",상당히 신선하며 과일향이 풍부합니다.,뒷여운이 비교적 길게 남습니다.,Carmen,밝은 황금색,"매콤한 요리, 조개살, 새우요리 등의 해물류나 닭고기등과도 잘어울리며, 파스타등의 요리에도 잘 맞습니다",-,http://www.wine.co.kr/wine/623
386,Carmen Winemaker's Reserve Red ,http://www.wine.co.kr/upload/products/wineList/chile/20170214034114877.png,14.3%,750ml,Red,Still,Dry,"카버네 소비뇽, 멜롯, 기타","칠레, 마이포 밸리(Maipo Valley)","바닐라, 블랙 체리, 완숙한 Cassis의 아로마가 약간의 스모키한 향과 잘 조화를 이루고 있습니다. 마지막에는 스파이스, 담배의 향을 느낄 수 있습니다.","풍부하면서도 부드럽고 우아한, 완숙한 탄닌맛을 지닌 이 와인은 민트체다, 정향나무의 풍미가 훌륭하며, 중후하면서도 풍부하고, 잘 응축된 맛과 함께 부드러운 질감을 지닙니다.",Carmen,진하면서도 반짝이는 듯한 래스베리의 붉은 빛,"붉은 육류, 파스타, 치즈",와인 양조가들이 심혈을 기울여 그들의 탐험과 열정을 담은 독특한 스타일의 와인 Awards : ’99 Vintage 90 Point - Wine Access ‘’00 Vintage Silver Medal ‘’00 Vintage 91 Point ’00 Vintage Silver Medal ’01 Vintage Silver Medal Wine Enthusiast(Robert Parker) : 90Points(‘03) - Annual wines of Chile Awards - Interational Wine Challenge(UK) Wine Spectator : 90Points(‘02),http://www.wine.co.kr/wine/612
387,Carmen Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/chile/20170214060628865.png,13.5%,750ml,Red,Still,Dry,"카버네 소비뇽, 멜롯","칠레, 센트럴 밸리(Central Valley)","식탁을 과일향으로 채울만 하며 주로 체리, 산딸기 향이 납니다.",뒷여운이 비교적 길게 남습니다.,Carmen,짙은 루비 빛,"스테이크, 구운 육류요리, 찜 요리, 데친 야채류, 훈제요리, 산적요리, 파스타, 치즈등과 조화로운 맛을 내는등 식사와 함께하기에는 가장 좋은 와인입니다.",언제 어디서나 쉽게 접할수 있는 친숙한 와인입니다.,http://www.wine.co.kr/wine/626
388,Carmen Tolten Carmenere ,http://www.wine.co.kr/upload/products/wineList/chile/20170214061203946.png,13.5%,750ml,Red,Still,Dry,"카버네 소비뇽, 기타","칠레, 센트럴 밸리(Central Valley)","잘익은 블랙베리, 블랙 올리브, 달콤한 초콜릿 향,바닐라 향, 약간의 후추향","타닌은 부드러우며 지속적이고, 피니쉬는 깔끔하면서도 긴 여운을 갖고 있습니다.",Carmen,매우 깊은 루비빛,"모든 종류의 치즈, 파스타, 양념이 강한 고기 요리",언제 어디서나 쉽게 접할수 있는 친숙한 와인,http://www.wine.co.kr/wine/629
389,Carmen Tolten Merlot ,http://www.wine.co.kr/upload/products/wineList/chile/20170214061519834.png,13.5%,750ml,Red,Still,Dry,"카버네 소비뇽, 멜롯, 쉬라즈","칠레, 센트럴 밸리(Central Valley)","강한 레드 체리, 카라멜, 커피향, 초콜렛 향,섬세한 미트향과 잘익은 자두향","타닌은 달콤하면서도 리치하게 느껴지며, 매우 생생하면서 긴 피니쉬를 자랑합니다.",Carmen,매우 깊으면서 밝은 루비색,"모든 종류의 치즈, 파스타, 고기 가금류 음식",언제 어디서나 쉽게 마실 수 있는 친숙한 와인,http://www.wine.co.kr/wine/631
390,Carmen Tolten Chardonnay Screw Cap ,http://www.wine.co.kr/upload/products/wineList/chile/20170214060958084.png,14.0%,750ml,White,Still,Dry,샤도네이,"칠레, 센트럴 밸리(Central Valley","멜론과 미네랄 향, 열대과일, 백도 배의 풍부하고 달콤함 향, 끝에 느껴지는 라임과 크리미한 헤이즐넛 향, 살짝 감도는 오크 향, 과일과 미네랄 향",매우 신선하며 크리스피하고 달콤한 맛도 느껴집니다.,Carmen,녹색 빛깔이 맴도는 밝은 노란 색,"흰살 육류, 각종 해산물, 부드러운 치즈",언제 어디서나 쉽게 마실 수 있는 친숙한 와인입니다.,http://www.wine.co.kr/wine/628
391,Carmen Tolten Sauvignon Blanc Screw Cap ,http://www.wine.co.kr/upload/products/wineList/chile/20170214060758072.png,12.5%,750ml,White,Still,Dry,쇼비뇽 블랑,"칠레, 센트럴 밸리(Central Valley)","라임과 자몽 같은 상큼한 향과 약간은 쌉쌀한 풋고추, 아스파라거스의 신선한 향들을 복합적으로 느낄 수 있습니다.","입안에 가득 느껴지는 풍부한 과일 풍미와 적절한 산도는 식전주로도 최상의 맛을 선보이며, 생생한 맛과 긴 피니쉬, 지속력 있는 미네랄 풍미는 혀에서 느끼는 끝 맛으로도 깔끔함을 느낄 수 있게 해줍니다.",Carmen,밝은 녹색 빛깔을 살짝 주변에 머금고 있는 옐로우 색의 화이트 와인,"식전주, 모든 해산물 요리(특히 굴, 새우류), 샐러드, 어패류, 닭고기",언제 어디서나 쉽게 접할수 있는 친숙한 와인입니다.,http://www.wine.co.kr/wine/627
392,Carmen Tolten Shiraz ,http://www.wine.co.kr/upload/products/wineList/chile/20170214061345590.png,13.5%,750ml,Red,Still,Dry,"멜롯, 쉬라즈","칠레, 센트럴 밸리(Central Valley)","라스베리, 바이올렛 그리고 초콜릿의 생생한 향",매우 부드럽고 크리미한 바디를 가지고 있습니다. 잘익은 타닌과 좋은 지속성을 자랑하는 와인입니다.,Carmen,약간의 붉은 빛을 띄는 어두운 자주색 컬러,"매운 음식, 고기류, 치즈",언제 어디서나 쉽게 접할수 있는 친숙한 와인,http://www.wine.co.kr/wine/630
393,Carmen Tolten Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/chile/20170214061641837.png,13.6%,750ml,Red,Still,Dry,카버네 소비뇽,"칠레, 마이포 밸리(Maipo Valley)","딸기와 같은 붉은 과일류의 아로마 향을 비롯하여 카시스, 블랙베리의 향이 박하향이나 스파이시한 향과 잘 어우러져 복합적인 향을 느낄 수 있습니다","매우 마시기 편하며, 좋은 구조감, 후레쉬하며 미디엄 바디와 부드러운 타닌을 가지고 있습니다. 포도 과일과 오크 풍미 사이에서 매우 균형잡힌 밸런스를 보여주는 와인이며 입에 여운 있게 머무는 피니쉬가 매력적인 와인입니다.",Carmen,밝은 루비 색,"모든 종류의 치즈, 스테이크, 구운 고기, 파스타류",언제 어디서나 쉽게 마실 수 있는 친숙한 와인,http://www.wine.co.kr/wine/632
