title,image_link,winery,country,province,grape_type,wine_type,occasion,alcohol,sweetness,acidity,body_rate,tannin_rate,food_pairing,price,vintage,size
피어로쓰 카베르네 쇼비뇽 퀄리타츠바인,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141849.jpg?701858,GCF 그룹,독일,팔츠,['카베르네 소비뇽'],레드,테이블 와인,13.5,1,4,4,4,붉은 육류와 진하고 풍부한 맛의 파스타류와 잘 어울린다.,30000,2004,750
브라우네베르거 쿠르퓌르스틀라이 카비네트,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141848.jpg?217207,페르디난드 피어로쓰,독일,NaN,['리슬링'],화이트,테이블 와인,6.5,1,5,3,1,"전채요리, 해산물, 샐러드와 잘 어우러지는 와인이다.",29000,2006,750
그루트 콘스탄시아,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141847.jpg?637808,그루트 코스탄티아,남아프리카,코스탈,['메를로'],레드,테이블 와인,14.0,1,4,4,3,"구운 참치 요리, 참치 샐러드, 간 요리, 양고기 요리 및 송아지 고기 요리에 완벽하게 어울린다.",83000,2004,750
아마로네 델라 발폴리첼라,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141845.jpg?042491,이태리 기타생산자,이탈리아,베네토,"['코르비나 베로네제', '론디넬라', '몰리나라']",레드,테이블 와인,13.5,2,2,5,3,사슴고기 혹은 고르곤졸라와 같은 치즈와 잘 어울린다.,173000,2000,750
"쌩 퍼르디난드, 키안티 콜리 세네시",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141843.jpg?433672,쌩 퍼르디난드,이탈리아,토스카나,['네비올로'],레드,테이블 와인,12.5,1,4,2,2,"가금류 고기 구이, 치킨 그릴 구이, 버섯구이 등과 잘 어울린다.",31000,2005,750
바롤로,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141837.jpg?854409,이태리 기타생산자,이탈리아,피에몬테,['네비올로'],레드,테이블 와인,13.5,1,4,3,4,"트로플을 갈아넣은 링귀니, 그릴에 구운 육류요리, 치즈 등과 잘 어울린다.",91000,2003,750
"오버스톤, 말보로 소비뇽 블랑 리저브",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141835.jpg?275439,오버스톤,뉴질랜드,사우스,['소비뇽 블랑'],화이트,"에피타이저, 테이블 와인",13.0,1,5,3,1,흰살 육류와 굴에서 가재까지 대부분의 해산물과 곁들여 약간 차갑게 내놓는 것이 가장 좋다.,33000,NA,750
"오버스톤, 말보로 피노 그리",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141832.jpg?762355,오버스톤,뉴질랜드,사우스,['피노 그리'],화이트,테이블 와인,13.0,1,4,3,1,"해물전, 해산물, 생선회, 튀김요리, 치즈, 샐러드 등과 잘 어울린다.",32000,NA,750
마르코발디 프로세코 프리잔테 스파고,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141830.jpg?408607,마르코발디,이탈리아,NaN,['프로세코'],스파클링,"에피타이저, 테이블 와인",9.5,1,3,3,1,"식전주, 치즈류, 샐러드 등과 잘 어울린다.",30000,2005,750
마르코발디 피노 그리조,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141829.jpg?880618,마르코발디,이탈리아,베네토,['피노 그리지오'],화이트,테이블 와인,12.0,1,3,2,1,"치즈, 생선류, 해산물 등과 잘 어울린다.",27000,2004,750
"그리몽, 시라즈",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141828.jpg?294157,그리몽,남아프리카,NaN,['시라/쉬라즈'],레드,테이블 와인,9.5,1,4,3,4,스테이크와 양고기와 같은 강한 고기 요리에 이상적으로 잘 어울린다.,36000,2005,750
"그리몽, 메를로",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141827.jpg?824486,그리몽,남아프리카,NaN,['메를로'],레드,테이블 와인,13.5,1,4,3,3,"붉은 육류 요리, 사슴고기 요리, 바비큐 뿐 아니라 아로마가 강한 치즈 나 소세지와 잘 어울린다.",37000,2005,750
"그리몽, 카베르네 쇼비뇽",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141826.jpg?201581,그리몽,남아프리카,NaN,['카베르네 소비뇽'],레드,테이블 와인,14.5,1,4,3,4,푸짐한 고기 요리와 잘 어울린다.,34000,2002,750
"부르크 라이어 슐로스카펠레, 슈페트레제",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141823.jpg?616046,부르크 라이어 슐로스카펠레,독일,나헤,['실바너'],화이트,"테이블 와인, 디저트 와인",9.0,3,4,2,1,특별 후식과 함께 이 와인을 즐기는 것도 좋습니다.,33000,2004,750
"부르크 라이어 슐로스카펠레, 카비네트",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141822.jpg?991039,부르크 라이어 슐로스카펠레,독일,NaN,['리슬링'],화이트,테이블 와인,10.0,2,5,3,1,아페리티프나 전채요리와 함께 하기 좋다.,33000,2009,750
"부르크 라이어 슐로스카펠레, 아우스레제",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141821.jpg?446064,부르크 라이어 슐로스카펠레,독일,나헤,['리슬링'],화이트,"테이블 와인, 디저트 와인",10.0,4,2,3,1,특별 후식과 함께 이 와인을 즐기는 것도 좋습니다.,41000,2010,750
우씨땅,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141820.jpg?874138,프랑스 기타 생산자,프랑스,서던,"['그르나슈', '시라/쉬라즈', '까리냥']",레드,테이블 와인,8.5,1,3,2,3,"육류구이, 오리구이, 치즈류등과 잘어울린다.",40000,2005,750
로미오 크리안자,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141818.jpg?328284,페드로 루이스 마르티네스,스페인,NaN,"['모나스트렐', '템프라니요']",레드,테이블 와인,13.5,1,3,4,3,"중식, 일식에도 잘 어울리고 특히 튀김요리에 좋다.",25000,2002,750
로미오,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141817.jpg?747555,페드로 루이스 마르티네스,스페인,NaN,"['모나스트렐', '템프라니요']",레드,테이블 와인,13.5,1,3,4,3,"돼지고기, 생선, 튀김 등 다양한 요리에 잘 어울린다.",15000,2006,750
알세뇨 크리안자,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141816.jpg?130786,페드로 루이스 마르티네스,스페인,후미야,"['모나스트렐', '시라/쉬라즈', '템프라니요']",레드,테이블 와인,11.0,1,3,3,3,"붉은색 육류, 매운 음식들과도 잘 어울린다.",46000,2003,750
도멘 드 펠르오 루즈,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141812.jpg?916610,도맨 드 펠르오,프랑스,NaN,"['메를로', '카베르네 소비뇽', '시라/쉬라즈']",레드,테이블 와인,12.5,1,3,3,3,"붉은색, 흰색 육류, 치즈, 에피타이저 음식들과 잘 어울린다.",40000,2006,750
제이콥스 크릭 스파클링 로제,NaN,제이콥스 크릭,호주,사우스,"['샤르도네', '피노 누아']",스파클링,에피타이저,8.0,2,3,3,1,"안주 없이 그냥 마셔도 좋고 아페리티프나 디저트로도 매우 좋다. 제철 과일인 딸기나 참외 등과 환상의 궁합을 자랑한다. 또한 캠핑에서 즐길 수 있는 조개 구이나 제철 쭈구미, 산뜻한 봄나물까지 다양한 음식들과 잘 어울려 제격이다. ",41000,NV,750
제이콥스 크릭 샤르도네 피노 누아,NaN,제이콥스 크릭,호주,사우스,"['샤르도네', '피노 누아']",스파클링,에피타이저,12.0,1,3,3,1,"해산물 요리, 회, 샐러드, 체다 치즈, 딸기 등과 잘 어울린다.",39000,NV,750
제이콥스 크릭 리슬링,http://img.wine21.com/WINE_MST/TITLE/0141000/141804.jpg?120417,제이콥스 크릭,호주,사우스,['리슬링'],화이트,테이블 와인,12.0,2,3,3,1,그냥 와인만 마셔도 좋고 해산물이나 매콤한 아시안 음식과도 잘 어울린다.,24000,2013,750
"제이콥스 크릭, 리저브 샤르도네 ",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141802.jpg?594320,제이콥스 크릭,호주,사우스,['샤르도네'],화이트,테이블 와인,9.0,1,3,3,1,"돼지고기 바베큐, 베이징 덕, 굴, 굴(석화), 생선회, 새우요리, 까망베르치즈 잘 어울린다.",51000,2006,750
"제이콥스 크릭, 리미티드 릴리즈 쉬라즈 까베르네",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141800.jpg?851522,제이콥스 크릭,호주,사우스,"['시라/쉬라즈', '카베르네 소비뇽']",레드,테이블 와인,8.0,1,3,4,4,"소갈비, 양고기 커틀렛, 오리고기, 버섯요리, 파스타, 브뤼 치즈와 잘 어울린다.",160000,1999,750
"제이콥스 크릭, 리미티드 릴리즈 샤르도네 ",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141799.jpg?469485,제이콥스 크릭,호주,사우스,['샤르도네'],화이트,테이블 와인,9.0,1,3,4,1,"치킨, 로스트 포크, 로스트 덕, 파스타, 샐러드, 에멘탈치즈 등과 잘 어울린다.",110000,2001,750
제이콥스 크릭 요한 쉬라즈 까베르네,http://img.wine21.com/WINE_MST/TITLE/0141000/141798.jpg?882529,제이콥스 크릭,호주,사우스,"['시라/쉬라즈', '카베르네 소비뇽']",레드,테이블 와인,14.0,1,4,5,4,"소고기 바베큐와 스튜, 양고기 로스트와 튀김, 파스타, 고르곤졸라 치즈와 잘 어울린다.",150000,2001,750
"제이콥스 크릭, 그르나슈 쉬라즈",http://img.wine21.com/WINE_MST/TITLE/0141000/141797.jpg?322207,제이콥스 크릭,호주,사우스,"['그르나슈', '시라/쉬라즈']",레드,테이블 와인,14.0,1,4,3,3,"스테이크, 치킨 커틀렛, 돼지고기 볶음, 파스타, 견성치즈 등과 잘 어울린다.",26000,2012,750
제이콥스 크릭 메를로,http://img.wine21.com/WINE_MST/TITLE/0141000/141796.jpg?705282,제이콥스 크릭,호주,사우스,['메를로'],레드,테이블 와인,11.0,1,3,3,3,"비프 스테이크, 양고기 스튜, 오리 가슴 샐러드, 버섯 요리, 고다치즈, 파스타 등과 함께 하면 더욱 맛있게 즐길 수 있다.",26000,2012,750
"제이콥스 크릭, 샤르도네",http://img.wine21.com/WINE_MST/TITLE/0141000/141795.jpg?083482,제이콥스 크릭,호주,사우스,['샤르도네'],화이트,테이블 와인,8.5,1,3,2,1,"구운 야채나 치킨, 생선 요리등과 잘 어울린다.",24000,2013,750
"윈담 이스테이트, 쇼 리저브 샤르도네 ",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141793.jpg?518101,윈담 이스테이트,호주,뉴,['샤르도네'],화이트,테이블 와인,10.5,1,3,3,1,"까망베르, 새우, 아시아음식, 생선초밥 등과 잘 어울린다.",50000,2001,750
"윈담 이스테이트, 쇼 리저브 까베르네 멜롯",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141792.jpg?892919,윈담 이스테이트,호주,뉴,"['카베르네 소비뇽', '메를로']",레드,테이블 와인,14.0,1,3,5,3,"장어구이, 안심 스테이크, 체다치즈, 고다치즈, 불고기 등과 잘 어울린다.",60000,2001,750
"윈담 이스테이트, 빈 888 까베르네 메를로",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141791.jpg?289958,윈담 이스테이트,호주,뉴,"['카베르네 소비뇽', '메를로']",레드,테이블 와인,7.5,1,3,3,3,"갈비찜, 불고기, 고다치즈, 파스타, 가금류요리, 붉은 생선, 수육, 그릴에 구운 야채와 잘 어울린다.",39000,2012,750
윈담 이스테이트 빈 555 쉬라즈,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141790.jpg?142800,윈담 이스테이트,호주,뉴,['시라/쉬라즈'],레드,테이블 와인,11.0,1,3,3,3,"수육, 가금류요리, 붉은 생선, 스테이크, 아시아 음식, 매콤한 요리, 치즈 등과 잘 어울린다.
적절한 타닌과 달콤한 초콜릿 향이 풍성한 미감을 형성하는 와인으로 각종 고기류와 잘 어울리며 살짝 매콤 달콤한 양념의 음식과도 좋은 궁합을 이룬다.",39000,2015,750
"윈담 이스테이트, 빈 444 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141789.jpg?410756,윈담 이스테이트,호주,뉴,['카베르네 소비뇽'],레드,테이블 와인,7.5,1,3,3,4,"버섯요리, 브뤼치즈, 꼬치구이, 등심 스테이크, 그릴에 구운 야채, 포크 바베큐 립 등과 잘 어울린다.",39000,2011,750
"윈담 이스테이트, 빈 333 피노 누아",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141788.jpg?725234,윈담 이스테이트,호주,뉴,['피노 누아'],레드,테이블 와인,10.5,1,4,2,2,"훈제오리요리, 에담치즈, 샤브샤브, 그릴에 구운 닭요리 등과 잘 어울린다.",39000,2012,750
"윈담 이스테이트, 빈 222 샤르도네 ",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141787.jpg?205543,윈담 이스테이트,호주,뉴,['샤르도네'],화이트,테이블 와인,9.0,1,3,3,1,"굴, 산채정식, 돼지고기, 해물전, 연어요리, 베이글, 까망베르치즈 등과 잘 어울린다.",39000,2012,750
"몬타나, 소비뇽 블랑",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141785.jpg?590537,몬타나,뉴질랜드,사우스,['소비뇽 블랑'],화이트,"에피타이저, 테이블 와인",13.0,1,5,3,1,"해산물 요리, 회, 샐러드, 염소치즈, 산채 나물 등과 잘 어울린다.",39000,2006,750
"몬타나, 리저브 소비뇽 블랑",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141784.jpg?994383,몬타나,뉴질랜드,사우스,['소비뇽 블랑'],화이트,테이블 와인,13.0,1,5,3,1,"해산물 요리, 회, 샐러드, 염소치즈와 어울린다.",44000,2006,750
"몬타나, 리저브 피노 누아",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141783.jpg?421341,몬타나,뉴질랜드,사우스,['피노 누아'],레드,테이블 와인,9.0,1,5,3,3,"전골, 수육, 갈비찜, 등심구이, 브뤼 등과 잘 어울린다.",47000,2005,750
"몬타나, 피노 누아",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141782.jpg?803247,몬타나,뉴질랜드,NaN,['피노 누아'],레드,테이블 와인,13.0,1,3,3,3,"전골, 수육, 갈비찜, 등심구이, 브뤼 등과 잘 어울린다.",40000,2011,750
"몬타나, 메를로 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141781.jpg?173394,몬타나,뉴질랜드,NaN,"['메를로', '카베르네 소비뇽']",레드,테이블 와인,13.0,1,4,3,3,"소 안심 스테이크, 소갈비, 양고기, 브뤼 치즈와 잘 어울린다.",32000,2006,750
몬타나 샤르도네 ,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141780.jpg?123697,몬타나,뉴질랜드,노스,['샤르도네'],화이트,테이블 와인,13.0,1,4,2,1,"쇠고기 육회, 구절판, 해산물요리, 치즈 등과 잘 어울린다.",32000,2006,750
파눌 시라 리저브,NaN,비네도스 에라주리즈 오발,칠레,라펠,['시라/쉬라즈'],레드,테이블 와인,13.0,1,3,3,3,"구운베이컨, 치즈, 낚지볶음과 잘 어울린다.",33000,2014,750
파눌 리제르바 메를로,NaN,비네도스 에라주리즈 오발,칠레,라펠,['메를로'],레드,테이블 와인,9.0,1,3,3,3,"각종 육류 구이 요리, 강한 맛과 향의 치즈류 등과 잘 어울린다.",33000,2014,750
파눌 멜롯 리저브,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141769.jpg?629864,비네도스 에라주리즈 오발,칠레,라펠,['메를로'],레드,테이블 와인,9.0,1,3,3,3,"각종 육류 구이 요리, 강한 맛과 향의 치즈류 등과 잘 어울린다.",33000,2014,750
파눌 리제르바 까르메네르,NaN,비네도스 에라주리즈 오발,칠레,라펠,['카르메네르'],레드,테이블 와인,9.0,1,3,3,3,"말린계절과일, 베이컨, 한국적인 음식, 피자, 치즈 부드럽고 담백한 음식들과 잘 어울린다.",33000,2014,750
파눌 까르미네르 리저브,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141767.jpg?395005,비네도스 에라주리즈 오발,칠레,라펠,['카르메네르'],레드,테이블 와인,9.0,2,3,3,3,"말린계절과일, 베이컨, 한국적인 음식, 피자, 치즈 부드럽고 담백한 음식들과 잘 어울린다.",33000,2014,750
파눌 리제르바 까베르네 소비뇽 ,NaN,비네도스 에라주리즈 오발,칠레,라펠,['카베르네 소비뇽'],레드,테이블 와인,13.0,1,3,3,3,"치즈, 훈제연어, 베이컨, 계절과일 등과 잘 어울린다.",33000,2015,750
파눌 까베르네 쇼비뇽 리저브,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141763.jpg?229542,비네도스 에라주리즈 오발,칠레,라펠,['카베르네 소비뇽'],레드,테이블 와인,13.0,1,4,3,3,"치즈, 훈제연어, 베이컨, 계절과일 등과 잘 어룰린다.",33000,2015,750
파눌 까베르네 소비뇽 오크 리저브,NaN,비네도스 에라주리즈 오발,칠레,라펠,['카베르네 소비뇽'],레드,테이블 와인,9.0,1,4,3,3,"불고기, 훈제연어, 까네페, 베이컨, 해물요리등과도 잘 어울린다.",45000,2014,750
마르치구 엠 시라 프라이벳 콜렉션,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141758.jpg?078239,비네도스 에라주리즈 오발,칠레,라펠,['시라/쉬라즈'],레드,테이블 와인,14.0,1,4,4,4,"치즈, 흰살 및 붉은살 육류요리, 육즙이 풍부한 쇠고기요리등과 함께 하면 좋다.",150000,2012,750
마르치구 엠 까르메네르,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141755.jpg?630410,비네도스 에라주리즈 오발,칠레,라펠,['카르메네르'],레드,테이블 와인,13.0,2,3,5,4,"까네페 , 블루치즈 , 불고기 , 스테이크와 잘 어울린다.",150000,2003,750
마르치구 엠 까베르네 소비뇽 프라이벳 콜렉션,NaN,비네도스 에라주리즈 오발,칠레,라펠,['카베르네 소비뇽'],레드,테이블 와인,14.0,1,4,4,4,"불고기 , 블루치즈 , 훈제칠면조, 살라미, 견과류 등과 잘 어울린다.",150000,2015,750
마르치구 엠 까베르네 프랑,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141749.jpg?446347,비네도스 에라주리즈 오발,칠레,라펠,['카베르네 프랑'],레드,테이블 와인,13.0,1,3,3,3,"베이컨 , 잘구운스테이크 , 치즈 등과 잘 어울린다.",150000,2004,750
마르치구 엘 까르메네르 리저브,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141748.jpg?947182,비네도스 에라주리즈 오발,칠레,라펠,['카르메네르'],레드,테이블 와인,13.0,1,3,4,4,"파스타 및 피자, 치즈 등과 잘 어울린다.",100000,2004,750
마르치구 엘 까베르네 소비뇽 리저브,NaN,비네도스 에라주리즈 오발,칠레,라펠,['카베르네 소비뇽'],레드,테이블 와인,14.0,1,3,4,4,스테이크 등 육류 요리와 어울린다.,80000,2013,750
마르치구 엘 까베르네 프랑 쁘띠 베르도 리저브,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141746.jpg?841432,비네도스 에라주리즈 오발,칠레,라펠,"['카베르네 프랑', '쁘띠 베르도']",레드,테이블 와인,13.0,1,3,4,3,"등심 및 안심 스테이크와 같은 고급 육류, 치즈, 양고기 등과 잘 어울린다.",80000,2005,750
샤또 떼르 데 그량쥬 메독,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141745.jpg?279007,비네론스 우니 메독,프랑스,보르도,"['메를로', '카베르네 소비뇽']",레드,테이블 와인,8.5,1,3,3,3,"육류 구이 요리, 파스타, 치즈류 등과 잘 어울린다.",30000,2005,750
"삐에르 그루버, 본 로마네",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141737.jpg?748462,삐에르 그루버,프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,13.0,1,4,2,2,"육류, 파스타 등과 잘 어울린다.",160000,2006,750
"삐에르 그루버, 뉘 생 조르쥬",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141736.jpg?179922,삐에르 그루버,프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,8.5,1,4,2,2,부드러운 치즈와 잘 어울린다.,130000,2006,750
"삐에르 그루버, 사비니 레 본",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141735.jpg?674726,삐에르 그루버,프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,13.0,1,3,3,2,"상큼한 소스의 샐러드, 과일, 견과류등 에피타이져 및 디저트 음식들과도 잘 어울린다.",115000,2004,750
"삐에르 그루버, 뫼르소",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141733.jpg?103112,삐에르 그루버,프랑스,부르고뉴,['샤르도네'],화이트,테이블 와인,13.0,1,4,4,1,구운 숭어나 랍스터 스테이크와 잘 어울린다.,160000,2006,750
"삐에르 그루버, 본 프리미에 크뤼 벨리쌍",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141732.jpg?478126,삐에르 그루버,프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,13.0,1,4,2,2,"구운 적색 육류요리나, 까망베르 치즈와 잘 어울린다.",90000,2004,750
피에르 그뤼버 샤블리,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141731.jpg?957168,삐에르 그루버,프랑스,부르고뉴,['샤르도네'],화이트,"에피타이저, 테이블 와인",8.5,1,5,2,1,"해산물( 게, 랍스타, 굴), 드라이 염소 치즈 등과 잘 어울린다.",60000,2006,750
"까사 비띠비니꼴라 띠나찌, 몬테레 발포리첼라 리파소",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141723.jpg?328361,까사 비띠비니꼴라 띠나찌,이탈리아,베네토,"['코르비나', '론디넬라', '몰리나라']",레드,테이블 와인,14.0,1,3,4,4,"갈비찜, 장어구이, 스테이크, 치즈, 살라미, 파스타와 잘 어울린다.",150000,2013,750
비나 람빌라,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141722.jpg?807436,까펠 비노스 S.A.,스페인,NaN,"['모나스트렐', '보발']",레드,테이블 와인,12.0,1,3,4,3,"치즈. 과일, 훈제연어 등과 잘 어울린다.",15000,NV,750
세르비올라 팩 화이트,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141721.jpg?243673,까펠 비노스 S.A.,스페인,NaN,['아이렌'],화이트,테이블 와인,11.0,1,3,2,1,"해산물요리, 치즈, 가벼운 향의 치즈 등과 잘 어울린다.",15000,NV,750
세르비올라 팩 레드,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141720.jpg?681200,까펠 비노스 S.A.,스페인,NaN,"['모나스트렐', '보발']",레드,테이블 와인,12.0,1,3,3,3,"치즈. 과일, 훈제연어 등과 잘 어울린다.",15000,NV,750
그랑비아 스위트 레드,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141715.jpg?123421,까펠 비노스 S.A.,스페인,NaN,"['모나스트렐', '가르나차']",레드,"테이블 와인, 디저트 와인",12.0,5,1,4,2,"과일과 치즈, 육류와 잘 어울린다.",20000,NV,750
델캄포 화이트,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141713.jpg?614097,까펠 비노스 S.A.,스페인,NaN,['아이렌'],화이트,테이블 와인,8.0,1,4,2,1,"해산물요리, 치즈, 가벼운 향의 치즈 등과 잘 어울린다.",15000,NV,750
델캄포 레드,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141712.jpg?056657,까펠 비노스 S.A.,스페인,NaN,"['모나스트렐', '보발']",레드,테이블 와인,8.0,1,3,4,3,"치즈. 과일, 훈제연어 등과 잘 어울린다.",15000,NV,750
아도르 스위트 레드,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141710.jpg?526125,까펠 비노스 S.A.,스페인,NaN,"['모나스트렐', '가르나차']",레드,디저트 와인,12.0,5,1,4,2,달콤한 양념 갈비와도 어울리고 스넥과도 좋다.,18000,NV,750
도멘 드 슈발리에 루즈,NaN,도멘 드 슈발리에,프랑스,보르도,"['카베르네 소비뇽', '메를로', '카베르네 프랑']",레드,테이블 와인,13.5,1,4,4,4,"양고기 요리, 멧돼지 요리와 잘 어울린다.",150000,2017,750
"도멘 빠벨로, 사비뉘-레 본 '아 그라방' 프리미에 크뤼",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141602.jpg?726066,도멘 빠벨로,프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,13.5,1,4,2,2,"고급 안심, 등심 스테이크, 와인자체만으로도 훌륭한 풍미와 질감을 가져다 준다. 부드러운 치즈, 고급 스테이크등과 함께하면 좋다.",174000,2005,750
"도멘 빠벨로, 사비뉘-레 본 루즈",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141600.jpg?532768,도멘 빠벨로,프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,13.5,1,4,2,2,"가금류요리, 붉은 생선, 프와그라, 부드러운 치즈등과 잘 어울린다.",117000,2005,750
"도멘 드 까밀 지로, 제브리 샹베르땡",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141581.jpg?532937,도멘 드 까밀 지로,프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,12.5,1,4,2,2,"소갈비살, 양갈비요리, 고급 안심, 등심 스테이크, 그릴에 구운 야채, 바비큐요리, 숙성된 치즈등과 잘 어울린다.",189000,2005,750
"발롯 밀롯 & 피스, 메르소 레 크리오",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141533.jpg?095624,발롯 밀롯 & 피스,프랑스,부르고뉴,['샤르도네'],화이트,테이블 와인,9.0,1,4,3,1,"흰살생선 요리, 크림소스의 파스타, 굴 등과 잘 어울린다.",154000,2005,750
"발롯 밀롯 & 피스, 부르고뉴 알리고떼",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141529.jpg?521048,발롯 밀롯 & 피스,프랑스,부르고뉴,['알리고테'],화이트,"에피타이저, 테이블 와인",8.5,1,5,1,1,"흰살고기, 크림치즈, 관자요리, 굴(석화), 생선회, 각종야채 등과 잘 어울린다.",55000,2005,750
"보데가스 루손, 가스띠쇼",http://img.wine21.com/no_image1.jpg?944950,보데가 루손,스페인,후미야,"['모나스트렐', '카베르네 소비뇽', '메를로', '템프라니요']",레드,테이블 와인,14.5,1,3,4,3,"이 와인은 모든 종류의 육류와 잘 어울리며, 반숙성 또는 숙성된 치즈와 잘 어울린다.",39000,2003,750
"보데가스 루손, 알토스",http://img.wine21.com/WINE_MST/TITLE/0141000/W0141509.jpg?353233,보데가 루손,스페인,후미야,"['모나스트렐', '카베르네 소비뇽', '템프라니요']",레드,테이블 와인,9.5,1,3,4,3,모든 종류의 육류 와도 잘 어울리며 숙성된 치즈와도 잘 어울린다.,70000,2005,750
그리뇽 리제르바,http://img.wine21.com/no_image1.jpg?804167,아시엔다스 데 에스파냐,스페인,리오하,['템프라니요'],레드,테이블 와인,13.5,1,3,4,3,"어린 양고기, 송아지 요리, 파스타 등과 잘 어울린다.",58000,2001,750
그리뇽 크리안자,http://img.wine21.com/no_image1.jpg?287020,아시엔다스 데 에스파냐,스페인,리오하,['템프라니요'],레드,테이블 와인,13.5,1,3,3,3,"구운 고기류의 요리와 숙성된 치즈, 로스트 치킨, 튀김요리 등과 잘 어울린다.",34000,2003,750
두리우스 템프라니요,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141506.jpg?716926,아시엔다스 데 에스파냐,스페인,NaN,['템프라니요'],레드,테이블 와인,14.0,1,3,4,3,"소스를 곁들인 붉은 육류요리, 그릴한 조육류 및 풍부한 향과 맛을 가진 소스로 요리된 생선요리 등과 잘 어울린다.",24000,2005,750
샤또 빠따슈도,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141504.jpg?254904,도멘 장 끌로드 라팔뤼,프랑스,보르도,"['카베르네 소비뇽', '메를로', '쁘띠 베르도', '카베르네 프랑', '기타 품종']",레드,테이블 와인,13.0,1,3,4,4,모든 종류의 육류 와도 잘 어울리며 숙성된 치즈와도 잘 어울린다.,64000,2004,750
