,title,image_link,winery,country,province,grape_type,wine_type,alcohol,sweetness,acidity,body_rate,tannin_rate,food_pairing,price,vintage,size,link,aroma_y,meat,cheese,seafood,vegetables,dessert,floral,fruit,citrus,oriental_spice,oriental_leather,earth,dark_aroma,fruity_aroma,europe_a,europe_b,north_america,south_america,new_world,korea,red,white,wine_id
994,알파 시노마브로 리저브 ,http://img.wine21.com/WINE_MST/TITLE/0160000/W0160698.jpg?230340,알파 에스테이트,그리스,마케도니아,시노마브로,red,9.0,1.0,4.0,4.0,4.0,"육즙이 가득한 붉은 육류, 구운 양고기, 매운 소시지, 올리브 오일에 구운 레드 페퍼, 토끼 스튜, 약간 매콤한 풀 바디 치즈와 잘 어울린다.",95000.0,2010,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=160698,"선명하게 어두운 루비 컬러이며, 햇빛 아래에서 잘 마른 토마토, 훈제 검은 과실류, 딸기, 다크 체리, 감초와 스파이스들의 복잡한 향을 맡을 수 있다. 프렌치 오크통에서 오랫동안 잘 숙성되어 견고하지만 부드러운 탄닌이 군침을 돌게 하며, 풍부한 산도를 지니고 있다.
95,000원 (750㎖)",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,994
995,알파 유토피아,http://img.wine21.com/WINE_MST/TITLE/0160000/W0160697.jpg?184288,알파 에스테이트,그리스,마케도니아,따나,red,9.5,1.0,3.0,4.0,3.0,"붉은 육즙의 고기, 매운 소스를 곁들인 바비큐 요리, 호두와 자두를 넣어 만든 고기 요리와 잘 어울린다.",109000.0,2010,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=160697,"불투명한 루비 컬러의 리치하고 강렬한 색을 띠며, 맑은 검은 과실류, 까시스, 가죽, 코코아, 그리고 여러 스파이스의 복잡한 향을 맡을 수 있다.
잘 숙성된 텁텁한 탄닌과 함께 크리미함을 느낄 수 있는 풀 바디 와인으로 입안에서 조화롭게 둥글려 지는 여운이 긴 와인이며, 끝 맛에서는 강렬한 산도를 느낄 수 있는 반면 중간에는 품격 있는 맛이 느껴진다. 강렬하고 복잡한 맛이지만 신선함을 잃지 않았으며 군침이 돌고 감칠맛 나는 와인이다.

109,000원 (750㎖)",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,995
996,알파 에스테이트 레드,http://img.wine21.com/WINE_MST/TITLE/0160000/W0160696.jpg?748459,알파 에스테이트,그리스,마케도니아,시라/쉬라즈,red,9.5,1.0,3.0,4.0,4.0,"육즙이 흐르는 붉은 육류, 사슴고기, 그릴에 굽거나 맵게 조리된 요리, 고기 파이, 톡 쏘는 향의 치즈와 잘 어울린다.
",200000.0,2010,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=160696,"약간의 보랏빛을 띠는 짙은 루비 컬러이다. 달콤한 체리, 설탕에 절인 자두, 볶은 바닐린 오크의 향이 강하게 톡 쏘며 다가온다. 깊은 과일 맛이 후추와 오크 스파이스, 약간의 흙 맛과 어우러지며 다가오는 풀 바디 와인이다. 단단한 타닌이 끝 맛에 맴돌지만 깊은 과일 향이 함께하며 밝은 산미가 올라온다.

12개월 프렌치 오크통, 12개월 병에서 숙성되었다.

200,000원 (750㎖)",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,996
997,로난 바이 끌리네 레드,http://img.wine21.com/WINE_MST/TITLE/0160000/W0160488.jpg?999455,샤또 끌리네,프랑스,보르도,메를로,red,8.5,1.0,3.0,2.0,3.0,"스테이크, 오리 요리, 치즈",18000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=160488,"체리와 라즈베리, 블랙 커런트와 페퍼향이 잘 어우러져 있는 신선함과 복합미를 두루 갖춘 와인이다. 로난 바이 끌리네는 샤또 끌리네의 스타일을 좀 더 많은 이들에게 선보이기 위해서 개발된 와인으로 샤또 클리네의 비밀을 고스란히 간직하고 있는 와인으로 평가 받으며, 앞으로 프랑스를 빛낼 Top 50 와인으로 주목받고 있다.
18,900원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,997
998,"까사 까스띠요, 라스 그라바스",http://img.wine21.com/WINE_MST/TITLE/0160000/W0160476.jpg?692758,까사 까스띠요,스페인,후미야,모나스트렐,red,15.5,1.0,3.0,5.0,5.0,"훈제요리, 육류, 스파이시한 요리 등과 잘 어울린다.
",200000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=160476,"진한 자주 빛을 띠며, 라즈베리, 블루베리와 같은 블랙 계열의 과일 아로마를 느낄 수 있으며, 미네랄이 풍부한 풀바디 와인이다. 18개월 프렌치 오크 배럴에서 숙성되었다.
140,000원 (750㎖) 동원와인플러스
200,000원 (750㎖) 동원와인플러스",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,998
999,벤타 모랄레스 오가닉,http://img.wine21.com/WINE_MST/TITLE/0160000/W0160197.jpg?509495,보데가스 벤타 모랄레스 ,스페인,라,템프라니요,red,9.5,1.0,3.0,3.0,3.0,"소고기, 양고기, 돼지고기 등 육류, 민물고기, 치즈, 소시지, 매운음식 ",34000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=160197,"영롱한 루비빛을 띄며 라즈베리, 체리의 붉은계열의 과실향을 가지고 있으며 신선한 붉은계열의 과실향을 느낄 수 있다. 말린 허브향과 함께 바닐라향과 계피의 아로마도 느낄 수 있다. 진하고 영한 포도로 바디감이 좋고 쉽게 즐길 수 있다. 스테인레스 스틸 탱크에서 전통방법으로 발효된다.

모래, 석회석 점토의 혼합 떼루아를 가지고 있다. 수작업으로 친환경적으로 수확된다.



34,000원 (750㎖) 동원와인플러스",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,999
1000,볼베르,http://img.wine21.com/WINE_MST/TITLE/0160000/W0160196.jpg?553097,보데가스 볼베르,스페인,라,템프라니요,red,15.5,1.0,3.0,4.0,4.0,"붉은 고기, 로스트 닭고기, 치즈, 버섯 등과 잘 어울린다.",78000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=160196,"영롱한 자주빛 컬러. 자두, 체리 등 검고 붉은 베리류의 과실향과 구운 아스파라거스, 허브 그리고 스파이시함을 머금은 오크 아로마를 느낄 수 있다. 약간의 꽃과 흑연류의 미네랄과 함께 다양한 아로마를 피워낸다. 시간이 지나면서 다크 초콜릿과 카카오의 아로마가 어렴풋이 느껴지며 타닌의 밸런스가 훌륭하다.

1957년부터 평균 수령 55년이 넘은 29헥타르(72에이커)의 단일 포도밭에서 포도를 수확한다. 해발 660m의 고도에 위치해 있으며 모래가 매우 많은 토양으로 석회암과 적색 점토가 혼합되어 있는 빈약한 토양의 떼루아를 갖췄다. 포도나무는 1-2kg의 낮은 수확량을 갖는다. 손수확으로 Malolactic fermentation 발효를 거치고 새로운 프렌치 오크배럴에서 18개월 동안 숙성된다.

78,000원 (750㎖) 동원와인플러스",1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1000
1001,"지디 바이라, 바르베라 달바 수페리오레",http://img.wine21.com/WINE_MST/TITLE/0160000/W0160009.jpg?836560,지디 바이라,이탈리아,피에몬테,바르베라,red,14.0,1.0,3.0,3.0,3.0,"닭고기, 붉은 육류요리, 토마토파스타, 피자 등과 잘 어울린다.",56000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=160009,"진하고 깊은 자줏빛을 띠고 있으며 라즈베리의 강렬한 향과 정향, 프랑스 산 오크 향이 집중도 높은 아로마를 만들어낸다. 입안에서 과즙이 풍부하고 감미롭게 다듬어진 탄닌의 매끈한 느낌이 뛰어나다. 진한 색상과는 달리 탄닌이 부드럽고 생동감 있는 산미를 지녀 음식과 곁들여 마시기 좋은 스타일이다.

연간 14000병 정도 생산되고 있으며, 수확연도로부터 20년까지도 더 두고 숙성시킬 수 있는 잠재력을 가진 와인이다.

바르베라는 이태리 피에몬테 지방의 토착 포도품종으로 과일 향이 진하고 알코올 도수가 비교적 높은 편이며 특유의 산미가 있어 다양한 종류의 음식과 잘 어울린다.
56,000원 (750㎖) 신세계엘앤비",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1001
1002,"샤또 뚜르 데 장드르, 안솔로지아",http://img.wine21.com/WINE_MST/TITLE/0159000/W0159882.jpg?426824,샤또 뚜르 데 장드르,프랑스,사우스웨스트,소비뇽 블랑,white,13.0,1.0,3.0,4.0,1.0,"트러플을 사용한 모든 종류의 음식과 완벽하게 어울리며, 특히 트러플 오일에 마리네이트 한 관자 요리와 잘 어울린다. 신선한 생선 등 각종 해산물 요리와도 잘 맞는다.",150000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159882,"배, 리치 등 풍부한 과일 향과 함께 민트 향이 피어오르는 화려한 아로마가 특징이다. 시럽처럼 진한 과일 맛과 우아한 미네랄 여운이 완벽한 균형감을 보여준다. 석회질과 진흙으로 이루어진 단 1헥타르의 포도밭에서 재배한 소비뇽 블랑을 손으로 선별 수확해 포도알을 하나씩 골라 양조하는 와인이다. 48시간 동안 포도껍질과 함께 마세라시옹 과정을 거쳤으며 효모 찌꺼기와 함께 프랑스 알리에 산 오크 배럴에서 12개월 숙성시킨다. 새 오크의 비율은 50%이고 나머지 반은 1년 사용한 것으로 숙성한다. 최소한의 필터링 후 병입한다.

베르쥬락은 프랑스 남서부에 위치한 와인 산지로, 해양성 기후와 대륙성 기후를 동시에 가진 곳이다. 추운 겨울과 따뜻한 봄, 뜨거운 태양이 내리쬐는 여름 등 포도재배에 있어 최적의 환경을 가진 곳으로 알려져 있다. 샤또 뚜르 데 장드르에서는 몽바지악 마을에 세 군데 포도밭을 보유하고 있으며 각각 떼루아의 개성을 표현하는 와인을 만들고 있다.
150,000원 (750㎖) 신세계엘앤비",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1002
1003,"도멘 드루앵, 던디 힐 피노누아",http://img.wine21.com/WINE_MST/TITLE/0159000/W0159822.jpg?694119,도멘 드루앵,미국,오리건,피노 누아,red,14.5,1.0,5.0,4.0,3.0,"양갈비구이 등 풍미가 진한 육류요리, 미트소스 파스타, 치즈 등과 잘 어울린다.",50000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159822,"체리, 블랙베리 향과 우아하게 숙성된 탄닌의 부드러운 맛을 지녔다. 15개월 간 부르고뉴식 오크통에서 숙성시켰으며 포도 고유의 본질을 훼손하지 않기 위해 새 오크의 비율은 20%로 제한한다. 균형감, 우아함, 섬세함을 중시하는 부르고뉴의 양조철학을 그대로 오레곤에 옮긴 와인이다.

오레곤 지역은 위도 45도, 완만한 구릉, 토양의 미네랄 성분, 큰 일교차, 비교적 서늘한 기후 등 여러모로 프랑스 부르고뉴 지방과 가장 흡사한 와인 산지이다. 생산자 당 평균 생산량이 5천 상자 정도로, 대부분 중소 규모의 부티크 와이너리이다. 특히 전체 포도재배 면적 중 38%가 친환경 관련 인증을 획득했다.
50,000원 (750㎖) 신세계엘앤비",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1003
1004,판티니 피노 그리지오,http://img.wine21.com/WINE_MST/TITLE/0159000/W0159690.jpg?932264,판티니 그룹,이탈리아,시칠리아,피노 그리지오,white,12.0,1.0,3.0,2.0,1.0,"진한 풍미의 전채요리, 흰색 육류, 치즈, 특히 생선 스프나 구운 생선 등과 잘 어울린다.",47000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159690,"황금빛의 노란 볏집 컬러를 띠며 복숭아, 자몽, 레몬, 라임 등의 과실 아로마와 연한 오크, 바닐라 힌트가 복합적이면서 지속적이다. 섬세하고 깨끗하여 허브계열의 스파이시함이 혀끝을 스치는 미디엄 바디 와인으로 밸런스가 뛰어나고 입안에서 기분 좋게 퍼지는 와인이다.


47,000원 (750㎖) (주)와이넬",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1004
1005,뮤리엘 크리안자,http://img.wine21.com/WINE_MST/TITLE/0159000/W0159685.jpg?559572,뮤리엘 그룹,스페인,리오하,템프라니요,red,13.0,1.0,3.0,3.0,3.0,"파스타, 파엘라, 쌀요리, 스페인식 오믈렛, 중간 숙성 치즈 등과 잘 어울린다.
",50000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159685,"밝은 체리 컬러를 띠며 아주 잘 숙성된 와인에서 느낄 수 있는 바닐라, 코코넛, 로스팅 커피의 풍미가 잘 익은 레드 베리와 감초향과 어우러져 느껴진다. 입안에서 매우 넓게 퍼지며 우아하고 긴 피니시가 즐거움을 선사하며 깨끗한 마무리가 일품인 와인이다.

12개월동안 아메리칸(80%) & 프랑스 오크(20%) 배럴 숙성과 12개월 병입 숙성을 한 좋은 퍼포먼스와 신뢰, 즐거움을 주는 와인이다.
50,000원 (750㎖) (주)와이넬",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1005
1006,"비냐 에기아, 크리안자",http://img.wine21.com/WINE_MST/TITLE/0159000/W0159683.jpg?653826,비냐 에기야,스페인,리오하,템프라니요,red,9.0,1.0,4.0,3.0,3.0,"모든 종류의 타파스, 토마토 소스 파스타, 중간 숙성 치즈, 페페로니, 햄 피자, 파엘라 등과 잘 어울린다.",35000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159683,"스테인리스 탱크에 15일 발효 후, 12개월 동안 3년된 미국산 오크배럴에 숙성한다. 반짝이는 체리 컬러에 엘레강스한 미감이 좋은 피니쉬를 남기는 데일리 와인이다.
35,000원 (750㎖) 레뱅드매일",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1006
1007,"펠릭스 솔리스, 깔리자 레드 MST",http://img.wine21.com/WINE_MST/TITLE/0159000/W0159679.jpg?802627,펠리스 솔리스,스페인,라,메를로,red,9.0,1.0,3.0,3.0,2.0,"붉은색 육류와 완벽한 매칭을 보이며, 파스타, 버거, 숙성 치즈 등과 잘 어울린다.",33000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159679,"짙은 레드색상을 띠고, 잘 익은 레드베리 아로마, 후추향, 모카, 스파이시한 느낌이 살짝 감도는 풍부한 과즙을 풍긴다. 균형이 잘 잡혀있으며, 사랑스런 느낌이 물씬 풍기는 긴 여운을 가진 와인이다.


33,000원 (750㎖) (주)와이넬",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1007
1008,"펠릭스 솔리스, 깔리자 화이트 CVV",http://img.wine21.com/WINE_MST/TITLE/0159000/W0159678.jpg?457242,펠리스 솔리스,스페인,라,샤르도네,white,8.5,1.0,3.0,2.0,1.0,"타파스, 버터소스가 들어간 생선요리, 스페인식 해산물 요리, 가리비, 파스타, 치즈 등과 잘 어울린다.
",33000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159678,"녹색 뉘앙스의 밝은 옐로우 색상을 띠고 허브, 사과, 배, 열대과실 등의 완벽하게 신선한 아로마를 지니며 입안에서 길고 오래가며 실키한 피니시를 보여주는 와인이다.

33,000원 (750㎖) (주)와이넬",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1008
1009,"바통 앤 게스띠에, 패스포트 꼬뜨 뒤 론",http://img.wine21.com/WINE_MST/TITLE/0159000/W0159564.jpg?462919,바통 앤 게스띠에,프랑스,론,시라/쉬라즈,red,13.5,1.0,4.0,4.0,4.0,"익힌 붉은 육류, 돼지 볶음, 파스타, 잡채 등과 잘 어울린다.",45000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159564,"다크 레드빛을 띠며 풍부한 검은 과실향과 타바스코, 페퍼의 스파이시한 향을 느낄 수 있다. 프랑스 남부론 아비뇽 지역에서 생산된 바통 앤 게스티에 패스포트 꼬뜨 뒤 론은 남부론의 전형적인 특징인 그르나슈, 쉬라로 블렌딩된 와인이다. 남부론은 지중해성의 기후를 가지고 있어 강한 태양 빛으로 인해 와인에선 풍부한 과일맛이 나타난다. 가격대비 뛰어난 맛으로 1998년 빈티지 이후 각종 품평회에서 총 12번이 넘는 수상 경력을 가지고 있는 와인이다.
45,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1009
1010,"폰타나프레다, 몬쿠코 모스카토 다스티",http://img.wine21.com/WINE_MST/TITLE/0159000/W0159504.jpg?500289,폰타나프레다,이탈리아,피에몬테,모스카토,white,5.5,4.0,2.0,2.0,1.0,"디저트, 쿠키, 케익, 패스트리 등과 잘 어울린다.
",45000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159504,"화려한 황금색 밀짚 빛깔을 띠며 잘익은 배, 복숭아, 꿀, 레몬,오렌지향을 지니며 고급스런 질감의 모스카토 특유의 우아한 달콤함과 신선함이 잘 살아있는 프리미엄 모스카토 와인이다. 폰타나프레다의 싱글 빈야드 모스카토로 엄격한 규제하에 재배된 최상의 포도들로만 양조된 시중의 타 모스카토보다 복합성이 우월한 와인이다.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1010
1011,"샤또 생진, 소노마 코스트 피노 누아",http://img.wine21.com/WINE_MST/TITLE/0159000/W0159425.jpg?110975,샤또 생진,미국,캘리포니아,피노 누아,red,8.0,1.0,3.0,3.0,2.0,"체다·고트·브뤼 치즈, 햄버거, 버섯크림파스타,토마토 스튜 등과 잘 어울린다.",70000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159425,"서늘한 기후에서 과실의 맛을 잘 보존하여 과실감이 입안을 가득 채우고 부드러운 타닌은 크리미한 질감을 느껴지는 와인이다.

70,000원 (750㎖)",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1011
1012,뱅드비엔 꼬뜨 뒤 론,http://img.wine21.com/WINE_MST/TITLE/0159000/W0159260.jpg?865231,뱅드비엔,프랑스,론,그르나슈,red,9.5,1.0,3.0,3.0,3.0,"모든 고기요리, 중화요리, 파스타, 한국요리 등과 잘 어울린다.",50000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159260,"은은한 연보라 빛 루비 컬러. 바이올렛과 허브의 풋풋한 향이 초반을 지배한다면 시간이 지날 수록 숨어 있던 후추 향이 밖으로 튀어나오는 형상. 가벼운 타닌과 고운 꽃 향기가 검붉은 베리 풍미를 부드럽게 감싸 안는 느낌. 미디엄 바디에 잔잔한 산미, 감칠맛 남는 여운을 가진 와인이다.

- 재배밀도: 4천~8천 그루/헥타아르
- 수확량: 46헥토리터/헥타아르
- 수확: 완전히 줄기를 제거함
- 발효와 양조: 3~4주간 펀칭과 펌핑을 통하여 착색과 발효를 수행
- 숙성: 12개월간 75% 대형 통(vat), 25% 프렌치 오크통
50,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1012
1013,리도 베이 피노누아,http://img.wine21.com/WINE_MST/TITLE/0159000/W0159230.jpg?882622,리도 베이,미국,,피노 누아,red,14.5,1.0,5.0,3.0,3.0,"수육, 소고기 꼬치구이, 제철 채소를 곁들인 육류 요리 등과 잘 어울린다.",140000.0,2012,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159230,"아름다운 루비 컬러를 띠며 순수한 꽃 향기와 과일 향을 느낄 수 있다. 우아한 질감의 과일 맛과 세련되고 감각적인 맛을 느낄 수 있다. 손으로 직접 수확했으며, 온도 조절 가능한 탱크에서 발효 후 뉴 프렌치 오크에서 9개월 숙성한다.
140,000원 (750㎖) 티애니떼루와(주)",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1013
1014,리도 베이 진판델,http://img.wine21.com/WINE_MST/TITLE/0159000/W0159229.jpg?403944,리도 베이,미국,,진판델,red,14.5,1.0,4.0,4.0,4.0,다양한 육류 등과 잘 어울린다.,140000.0,2009,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159229,"어두운 체리빛을 띠며 붉은 과일, 향신료 향을 느낄 수 있다. 구조감이 뛰어난 와인으로서, 엘레강스하면서 균형감이 잘 잡힌 와인으로서 풀바디함을 느낄 수 있는 와인이다. 뉴 프렌치 오크에서 18개월간 숙성한다.
140,000원 (750㎖) 티애니떼루와(주)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1014
1015,뮤렐레 몬테풀치아노 다브루쪼,http://img.wine21.com/WINE_MST/TITLE/0159000/W0159224.jpg?924942,라몰레 디 라몰레,이탈리아,아브루쪼,몬테풀치아노,red,13.5,1.0,3.0,3.0,2.0,"다양한 육류, 소스곁들인 파스타, 치즈 등과 잘 어울린다. ",30000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159224,"깊은 루비색을 띠고 산뜻한 딸기, 자두, 바닐라향이 나며 탄닌과 산미등의 밸런스가 잘 느껴지는 와인이다.

양질의 포도를 수확 후 차가운 온도에서 안정화 과정을 거친다. 온도 조절 가능한 스테인레스 발효통에서 발효 후 오크 배럴에서 숙성한다.
30,000원 (750㎖) 티애니떼루와(주)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1015
1016,토레셀라 산지오베제,http://img.wine21.com/WINE_MST/TITLE/0159000/W0159223.jpg?571245,라몰레 디 라몰레,이탈리아,토스카나,산지오베제,red,9.0,1.0,4.0,3.0,3.0,"그릴 한 소세지, 붉은 육류, 가금류 등과 잘 어울린다. ",40000.0,2012,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159223,"밝은 루비 색을 띠고 체리,산딸기 등의 붉은 열매 향이 나며 적당한 스파이스한 맛이 느껴지는 와인이다.
40,000원 (750㎖) 티애니떼루와(주)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1016
1017,라몰레 디 라몰레 키안티 클라시코,http://img.wine21.com/WINE_MST/TITLE/0159000/W0159222.jpg?057846,라몰레 디 라몰레,이탈리아,토스카나,산지오베제,red,9.0,1.0,4.0,3.0,3.0,"붉은 육류의 바비큐 요리, 돼지고기 등과 잘 어울린다. ",70000.0,2011,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159222,"밝은 루비 레드 빛을 띠고 산딸기, 향신료등의 풍부한 향이 나며 체리, 블랙베리 등 붉은 열매과일 맛과 오크 느낌도 가볍게 느껴지는 와인이다.
70,000원 (750㎖) 티애니떼루와(주)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1017
1018,팔라디노 네비올로 달바,http://img.wine21.com/WINE_MST/TITLE/0159000/W0159220.jpg?996431,팔라디노,이탈리아,피에몬테,네비올로,red,14.5,1.0,3.0,3.0,3.0,"훈제 연어, 파스타 등과 잘 어울린다. ",90000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159220,"가넷 루비 레드색을 띠고 딸기 등 다양한 과일 향이 나며 입안에서 가벼우면서도 밸런스가 뛰어나 지속적인 맛이 느껴지는 와인이다.

온도 조절이 가능한 스테인레스 스틸 통에서 발효한다.
90,000원 (750㎖) 티애니떼루와(주)",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1018
1019,팔라디노 바롤로 세라룽가 달바,http://img.wine21.com/WINE_MST/TITLE/0159000/W0159219.jpg?740542,팔라디노,이탈리아,피에몬테,네비올로,red,14.5,1.0,4.0,3.0,5.0,"스테이크 , 삶은 고기 , 체다 치즈 등과 잘 어울린다. ",180000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159219,"섬세한 보라빛을 띠고 건조된 과일의 향과 꽃 향기가 나며 오크의 맛이 즐겁게 지속적으로 길게 느껴지는 와인이다.

온도 조절 가능한 스틸통에서 발효 후 프랜치 오크배럴에서 2년간 숙성한다.
180,000원 (750㎖) 티애니떼루와(주)",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1019
1020,팔라디노 바롤로 오르나토,http://img.wine21.com/WINE_MST/TITLE/0159000/W0159218.jpg?844680,팔라디노,이탈리아,피에몬테,네비올로,red,9.5,1.0,3.0,3.0,5.0,"구운 육류 요리, 피자 등과 잘 어울린다. ",200000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159218,"가넷 , 루비컬러를 띠고 발사믹, 흙 향이 나며 스파이시한 맛이 뛰어난 구조감이 느껴지는 와인이다.

온도 조절 가능한 스틸통에서 발효 후 프렌치 오크배럴에서 1년, 슬로베니아 오크에서 1년 숙성한다.
200,000원 (750㎖) 티애니떼루와(주)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1020
1021,"꽈사르, 큐 리제르바 메를로",http://img.wine21.com/WINE_MST/TITLE/0159000/W0159204.jpg?467417,꽈사르 와인즈,칠레,쿠리코,메를로,red,14.0,1.0,3.0,3.0,3.0,"양고기, 불고기, 피자 등과 잘 어울린다. ",32000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=159204,"다크 레드루비 컬러를 띠고 레드 커런트, 자두, 블랙체리등 깊이있고 복잡다양한 아로마와 실키함과 스파이시함과 함께 긴 여운이 느껴지는 와인이다.
32,000원 (750㎖) 티애니떼루와(주)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1021
